"","P","Alder","B.Ar","EL.Kar","O.Karak_num","BLEnergikWh","MatValg_num","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","RegBoDrivePlikt","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest"
"4023",4915000,0,2019,4,5,181.06,1,"Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,3,3,"103.0",4,2,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-01,"4601/116/273/14","4601","116","273","14",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",753126,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"4024",3300000,2,2017,5,1,119.19,1,"Fritt salg","Blokkleilighet",1,"9005.6",1,0,0,0,0,0,0,11,"1117.0","0.0","1117.0","500.0",0,1,2,"65.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-03,"4601/146/319/26","4601","146","319","26",300410491,"Gravdalslien 45","gravdalslien",43,NA,"H0102","5165","Boligblokker",1018837,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6734235.3","-35719.99"
"4057",3340000,0,2019,6,2,128.53,4,"Fritt salg","Tomannsbolig",1,"418.6",0,0,0,0,0,0,0,1,"132.0","0.0","132.0","93.0",0,1,1,"132.0",5,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-25,"4624/27/500/NA","4624","27","500","NA",300683691,"Skipavika 76 A","skipavika",76,"A","H0101","5218","Småhus",724732,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6709687.33","-34676.38"
"4062",3170000,12,2007,5,2,150.98,4,"Fritt salg","Blokkleilighet",1,"8528.7",0,0,0,0,0,0,0,4,"336.0","0.0","336.0","0.0",0,1,1,"82.0",3,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-10-02,"4601/137/209/1","4601","137","209","1",23674823,"Drotningsvikveien 124 D","drotningsvikveien",124,"D","U0101","5179","Småhus",1158495,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6733247.75","-39976.18"
"4071",3500000,2,2017,5,5,126,2,"Fritt salg","Blokkleilighet",1,"2211.8",0,0,0,0,0,0,0,13,"891.0","0.0","891.0","304.0",0,1,1,"78.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-10-08,"4601/116/268/20","4601","116","268","20",300524914,"Sandsliåsen 39","sandsliåsen",39,NA,"U0102","5254","Boligblokker",1187626,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724017.28","-35404.37"
"4092",3860000,14,2005,3,1,216.66,1,"Fritt salg","Blokkleilighet",1,"1854.3",1,0,0,0,0,0,0,9,"489.0","0.0","489.0","0.0",0,2,3,"72.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-27,"4601/163/272/13","4601","163","272","13",23606852,"Svartediksveien 25","svartediksveien",25,NA,"H0102","5009","Boligblokker",990174,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733023.31","-29956.01"
"4095",2550000,14,2005,3,1,216.66,1,"Fritt salg","Blokkleilighet",1,"1854.3",1,0,0,0,0,0,0,9,"489.0","0.0","489.0","0.0",0,3,2,"35.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-25,"4601/163/272/19","4601","163","272","19",23606852,"Svartediksveien 25","svartediksveien",25,NA,"H0102","5009","Boligblokker",1124366,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733023.31","-29956.01"
"4097",2360000,14,2005,3,1,216.66,1,"Fritt salg","Blokkleilighet",1,"1854.3",1,0,0,0,0,0,0,9,"489.0","0.0","489.0","0.0",0,1,1,"32.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-03,"4601/163/272/4","4601","163","272","4",23606852,"Svartediksveien 25","svartediksveien",25,NA,"H0102","5009","Boligblokker",769482,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733023.31","-29956.01"
"4100",4400000,104,1915,1,1,733.01,4,"Fritt salg","Blokkleilighet",1,"841.6",1,0,0,0,0,0,0,6,"500.0","0.0","500.0","228.0",0,1,2,"97.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-11-20,"4601/166/1268/2","4601","166","1268","2",139304993,"Kalvedalsveien 1","kalvedalsveien",1,NA,"H0103","5022","Småhus",1391636,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6733542.32","-30877.06"
"4107",1890000,0,2019,5,1,121.65,4,"Fritt salg","Uoppgitt",1,"10270.6",1,0,0,0,0,0,0,4,"331.4","0.0","331.4","228.3",0,1,1,"85.4",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-21,"4626/114/182/10","4626","114","182","10",300507700,"Engjamyra 16 D","engjamyra",16,"A","H0202","5378","Boligblokker",965098,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6713368.2","-46364.87"
"4109",1990000,0,2019,5,1,121.65,4,"Fritt salg","Uoppgitt",1,"10270.6",1,0,0,0,0,0,0,4,"331.4","0.0","331.4","228.3",0,2,1,"80.3",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-21,"4626/114/182/26","4626","114","182","26",300507700,"Engjamyra 16 D","engjamyra",16,"C","H0202","5378","Boligblokker",965194,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6713368.2","-46364.87"
"4110",1950000,0,2019,5,1,121.65,4,"Fritt salg","Uoppgitt",1,"10270.6",1,0,0,0,0,0,0,4,"331.4","0.0","331.4","228.3",0,2,2,"80.3",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-21,"4626/114/182/25","4626","114","182","25",300507700,"Engjamyra 16 D","engjamyra",16,"D","H0202","5378","Boligblokker",965057,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6713368.2","-46364.87"
"4111",1850000,0,2019,5,1,121.65,4,"Fritt salg","Uoppgitt",1,"10270.6",1,0,0,0,0,0,0,4,"331.4","0.0","331.4","228.3",0,1,2,"85.4",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-21,"4626/114/182/9","4626","114","182","9",300507700,"Engjamyra 16 D","engjamyra",16,"B","H0202","5378","Boligblokker",965162,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6713368.2","-46364.87"
"4135",3450000,16,2003,4,1,132.54,1,"Fritt salg","Blokkleilighet",1,"10305.2",1,0,0,0,0,0,0,24,"2588.0","0.0","2588.0","0.0",0,4,1,"79.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-05,"4601/37/294/19","4601","37","294","19",20773820,"Grunnane 27","grunnane",25,NA,"H0201","5251","Boligblokker",1039421,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6725774.46","-35478.53"
"4137",2400000,16,2003,4,1,132.54,1,"Fritt salg","Blokkleilighet",1,"10305.2",1,0,0,0,0,0,0,24,"2588.0","0.0","2588.0","0.0",0,3,2,"56.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-18,"4601/37/294/14","4601","37","294","14",20773820,"Grunnane 27","grunnane",25,NA,"H0201","5251","Boligblokker",835439,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6725774.46","-35478.53"
"4138",2350000,16,2003,4,1,132.54,1,"Fritt salg","Blokkleilighet",1,"10305.2",1,0,0,0,0,0,0,24,"2588.0","0.0","2588.0","0.0",0,2,2,"56.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-15,"4601/37/294/8","4601","37","294","8",20773820,"Grunnane 27","grunnane",25,NA,"H0201","5251","Boligblokker",61629,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6725774.46","-35478.53"
"4139",2850000,16,2003,4,1,132.54,1,"Fritt salg","Blokkleilighet",1,"10305.2",1,0,0,0,0,0,0,24,"2588.0","0.0","2588.0","0.0",0,1,3,"82.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-24,"4601/37/294/3","4601","37","294","3",20773820,"Grunnane 27","grunnane",25,NA,"H0201","5251","Boligblokker",1118249,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6725774.46","-35478.53"
"4146",2450000,4,2015,4,5,153.49,4,"Fritt salg","Blokkleilighet",1,"11426.0",1,0,0,0,0,0,0,9,"1153.0","0.0","1153.0","358.0",0,1,1,"65.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-03-06,"4624/61/202/12","4624","61","202","12",300418937,"Storestraumen 222","storestraumen",238,NA,"H0101","5212","Boligblokker",273729,"Rekkehus","Bolig","Bolig","6714762.57","-27493.64"
"4151",4300000,8,2011,4,1,141.51,4,"Fritt salg","Rekkehus/kjede",1,"19753.4",1,0,0,0,0,0,0,6,"530.0","0.0","530.0","240.0",0,2,1,"132.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-23,"4601/43/808/46","4601","43","808","46",300079099,"Kjenndalsbrotet 28","kjenndalsbrotet",34,NA,"H0101","5225","Boligblokker",976952,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6727044.14","-30037.76"
"4162",2710000,7,2012,4,1,142.56,1,"Fritt salg","Blokkleilighet",1,"6849.2",1,0,0,0,0,0,0,21,"1275.0","0.0","1275.0","1.0",0,2,3,"57.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-02,"4601/11/728/62","4601","11","728","62",300090493,"Lerkerinden 65","lerkerinden",65,NA,"H0106","5099","Boligblokker",1013700,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6728366.92","-30627.93"
"4183",8550000,2,2017,5,5,119.6,1,"Fritt salg","Blokkleilighet",1,"3016.2",0,0,0,0,0,0,0,15,"1441.0","0.0","1441.0","385.0",0,6,1,"92.0",4,1,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-10-04,"4601/168/2142/15","4601","168","2142","15",300335012,"Nyhavn 15","nyhavn",15,NA,"H0301","5042","Boligblokker",1169514,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737267.91","-32464.96"
"4197",3350000,11,2008,4,1,132.4,1,"Fritt salg","Blokkleilighet",1,"1974.7",0,0,0,0,0,0,0,10,"1336.0","0.0","1336.0","0.0",0,1,1,"82.0",4,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-05,"4601/186/1307/1","4601","186","1307","1",25171144,"Tertnesflaten 7 G","tertnesflaten",7,"A","H0201","5114","Boligblokker",1462087,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6741570.19","-32826.84"
"4204",3950000,114,1905,1,1,538.27,1,"Fritt salg","Blokkleilighet",1,"102.2",0,0,0,0,1,0,0,5,"466.0","0.0","466.0","0.0",1,2,1,"0.0",0,0,0,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-23,"4601/166/844/2","4601","166","844","2",139301072,"Nordre Grønnevollen 4","nordre grønnevollen",4,NA,"H0501","5016","Boligblokker",1109709,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6734204.27","-31684.82"
"4233",3700000,1,2018,5,1,124.95,4,"Fritt salg","Blokkleilighet",1,"1674.1",0,0,0,0,0,0,0,8,"594.0","0.0","594.0","392.0",0,2,3,"70.0",4,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-10-14,"4601/34/593/6","4601","34","593","6",300635509,"Dolvikbakken 51","dolvikbakken",61,NA,"H0104","5252","Boligblokker",1207701,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6725340.89","-36395.79"
"4236",3700000,1,2018,5,1,124.95,4,"Fritt salg","Blokkleilighet",1,"1674.1",0,0,0,0,0,0,0,8,"594.0","0.0","594.0","392.0",0,2,2,"70.0",4,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-15,"4601/34/593/7","4601","34","593","7",300635509,"Dolvikbakken 51","dolvikbakken",63,NA,"H0104","5252","Boligblokker",63073,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6725340.89","-36395.79"
"4246",3500000,11,2008,5,1,117.98,1,"Fritt salg","Uoppgitt",1,"1990.7",0,0,0,0,0,0,0,15,"1666.0","0.0","1666.0","520.0",0,1,1,"73.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-13,"4601/148/698/1","4601","148","698","1",23642921,"Øvre Lyngbø 6 H","øvre lyngbø",6,"B","H0201","5164","Boligblokker",670853,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732801.65","-35399.01"
"4269",3440000,82,1937,1,1,485.33,2,"Fritt salg","Blokkleilighet",1,"1547.3",0,0,0,0,0,0,0,30,"1755.0","0.0","1755.0","620.0",0,2,14,"37.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-05,"4601/163/18/28","4601","163","18","28",139711688,"Møllendalsveien 63 A","møllendalsveien",63,"A","H0108","5009","Boligblokker",1464157,"Annen bygning for bofellesskap","Bolig","Bolig","6732524.03","-30627.08"
"4285",3150000,3,2016,6,5,112.65,1,"Fritt salg","Blokkleilighet",1,"4924.5",0,0,0,0,0,0,0,48,"4289.0","0.0","4289.0","1000.0",0,1,1,"81.0",3,1,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-05,"4601/189/422/54","4601","189","422","54",300398003,"Myrdalsvegen 30 G","myrdalsvegen",30,"A","H0402","5130","Boligblokker",635657,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6742944.1","-30926.1"
"4424",2650000,8,2011,6,2,125.42,4,"Fritt salg","Blokkleilighet",1,"2942.8",0,0,0,0,0,0,0,4,"329.0","0.0","329.0","233.0",0,1,1,"82.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-11-07,"4601/183/309/4","4601","183","309","4",300150110,"Skinflorbakkane 18","skinflorbakkane",22,NA,"U0101","5136","Småhus",1332303,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6744511.76","-33290.21"
"4434",3600000,63,1956,2,3,292.54,4,"Fritt salg","Tomannsbolig",2,"603.2",0,0,0,0,0,0,0,2,"242.0","0.0","242.0","0.0",0,2,1,"0.0",0,0,0,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",0,"Ikke Oppgitt",2019,"2019Q2",2019-05-09,"4601/44/268/2","4601","44","268","2",139494156,"Osvegen 34 A","osvegen",34,"A","H0201","5228","Småhus",530104,"Tomannsbolig, horisontaldelt","Bolig","Bolig","6724515.05","-31130.93"
"4436",5100000,63,1956,2,3,292.54,4,"Fritt salg","Tomannsbolig",4,"603.2",0,0,0,0,0,0,0,2,"242.0","0.0","242.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",0,"Ikke Oppgitt",2019,"2019Q1",2019-01-22,"4601/44/268/1","4601","44","268","1",139494156,"Osvegen 34 A","osvegen",34,"A","H0201","5228","Småhus",88765,"Tomannsbolig, horisontaldelt","Bolig","Bolig","6724515.05","-31130.93"
"4453",1800000,84,1935,1,2,378.1,2,"Fritt salg","Blokkleilighet",1,"516.9",0,0,0,0,0,0,0,8,"599.0","0.0","599.0","0.0",0,1,1,"30.0",2,1,1,1,0,"Kjelleretasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-04,"4601/158/583/7","4601","158","583","7",139217772,"Lien 39","lien",39,NA,"K0102","5057","Boligblokker",773843,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6732783.19","-32197.3"
"4455",2775000,84,1935,1,2,378.1,2,"Fritt salg","Blokkleilighet",1,"516.9",0,0,0,0,0,0,0,8,"599.0","0.0","599.0","0.0",0,2,1,"60.0",3,1,1,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-11-29,"4601/158/583/3","4601","158","583","3",139217772,"Lien 39","lien",39,NA,"K0102","5057","Boligblokker",1434067,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6732783.19","-32197.3"
"4457",2670000,84,1935,1,2,378.1,2,"Fritt salg","Blokkleilighet",1,"516.9",0,0,0,0,0,0,0,8,"599.0","0.0","599.0","0.0",0,1,1,"60.0",3,1,1,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-21,"4601/158/583/1","4601","158","583","1",139217772,"Lien 39","lien",39,NA,"K0102","5057","Boligblokker",965376,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6732783.19","-32197.3"
"4489",1990000,0,2019,6,1,109.1,1,"Fritt salg","Blokkleilighet",1,"2348.2",0,0,0,0,0,0,0,24,"1922.0","0.0","1922.0","783.0",0,2,4,"46.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-27,"4624/61/228/9","4624","61","228","9",300585021,"Storestraumen 285","storestraumen",285,NA,"H0302","5212","Boligblokker",988837,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6714683.0","-27688.9"
"4490",3220000,0,2019,6,1,109.1,1,"Fritt salg","Blokkleilighet",1,"2348.2",0,0,0,0,0,0,0,24,"1922.0","0.0","1922.0","783.0",0,4,6,"77.0",4,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-05,"4624/61/228/19","4624","61","228","19",300585021,"Storestraumen 285","storestraumen",285,NA,"H0302","5212","Boligblokker",1033098,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6714683.0","-27688.9"
"4492",2250000,0,2019,6,1,109.1,1,"Fritt salg","Blokkleilighet",1,"2348.2",0,0,0,0,0,0,0,24,"1922.0","0.0","1922.0","783.0",0,4,2,"54.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-05,"4624/61/228/23","4624","61","228","23",300585021,"Storestraumen 285","storestraumen",285,NA,"H0302","5212","Boligblokker",1032888,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6714683.0","-27688.9"
"4493",2250000,0,2019,6,1,109.1,1,"Fritt salg","Blokkleilighet",1,"2348.2",0,0,0,0,0,0,0,24,"1922.0","0.0","1922.0","783.0",0,3,1,"54.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-27,"4624/61/228/18","4624","61","228","18",300585021,"Storestraumen 285","storestraumen",285,NA,"H0302","5212","Boligblokker",989000,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6714683.0","-27688.9"
"4495",2890000,0,2019,6,1,109.1,1,"Fritt salg","Blokkleilighet",1,"2348.2",0,0,0,0,0,0,0,24,"1922.0","0.0","1922.0","783.0",0,1,6,"77.0",4,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-05,"4624/61/228/1","4624","61","228","1",300585021,"Storestraumen 285","storestraumen",285,NA,"H0302","5212","Boligblokker",1033504,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6714683.0","-27688.9"
"4498",1790000,0,2019,6,1,109.1,1,"Fritt salg","Blokkleilighet",1,"2348.2",0,0,0,0,0,0,0,24,"1922.0","0.0","1922.0","783.0",0,1,4,"46.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-05,"4624/61/228/3","4624","61","228","3",300585021,"Storestraumen 285","storestraumen",285,NA,"H0302","5212","Boligblokker",1033395,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6714683.0","-27688.9"
"4500",2160000,0,2019,6,1,109.1,1,"Fritt salg","Blokkleilighet",1,"2348.2",0,0,0,0,0,0,0,24,"1922.0","0.0","1922.0","783.0",0,4,5,"46.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-05,"4624/61/228/20","4624","61","228","20",300585021,"Storestraumen 285","storestraumen",285,NA,"H0302","5212","Boligblokker",1033042,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6714683.0","-27688.9"
"4501",1950000,0,2019,6,1,109.1,1,"Fritt salg","Blokkleilighet",1,"2348.2",0,0,0,0,0,0,0,24,"1922.0","0.0","1922.0","783.0",0,4,3,"46.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-05,"4624/61/228/22","4624","61","228","22",300585021,"Storestraumen 285","storestraumen",285,NA,"H0302","5212","Boligblokker",1032943,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6714683.0","-27688.9"
"4502",2160000,0,2019,6,1,109.1,1,"Fritt salg","Blokkleilighet",1,"2348.2",0,0,0,0,0,0,0,24,"1922.0","0.0","1922.0","783.0",0,4,4,"46.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-05,"4624/61/228/21","4624","61","228","21",300585021,"Storestraumen 285","storestraumen",285,NA,"H0302","5212","Boligblokker",1032994,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6714683.0","-27688.9"
"4505",2090000,0,2019,6,1,109.1,1,"Fritt salg","Blokkleilighet",1,"2348.2",0,0,0,0,0,0,0,24,"1922.0","0.0","1922.0","783.0",0,3,4,"46.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-27,"4624/61/228/15","4624","61","228","15",300585021,"Storestraumen 285","storestraumen",285,NA,"H0302","5212","Boligblokker",988943,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6714683.0","-27688.9"
"4506",2140000,0,2019,6,1,109.1,1,"Fritt salg","Blokkleilighet",1,"2348.2",0,0,0,0,0,0,0,24,"1922.0","0.0","1922.0","783.0",0,3,5,"46.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-27,"4624/61/228/14","4624","61","228","14",300585021,"Storestraumen 285","storestraumen",285,NA,"H0302","5212","Boligblokker",988916,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6714683.0","-27688.9"
"4507",2190000,0,2019,6,1,109.1,1,"Fritt salg","Blokkleilighet",1,"2348.2",0,0,0,0,0,0,0,24,"1922.0","0.0","1922.0","783.0",0,2,1,"54.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-27,"4624/61/228/12","4624","61","228","12",300585021,"Storestraumen 285","storestraumen",285,NA,"H0302","5212","Boligblokker",988878,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6714683.0","-27688.9"
"4511",1790000,0,2019,6,1,109.1,1,"Fritt salg","Blokkleilighet",1,"2348.2",0,0,0,0,0,0,0,24,"1922.0","0.0","1922.0","783.0",0,1,5,"46.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-05,"4624/61/228/2","4624","61","228","2",300585021,"Storestraumen 285","storestraumen",285,NA,"H0302","5212","Boligblokker",1033445,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6714683.0","-27688.9"
"4512",1990000,0,2019,6,1,109.1,1,"Fritt salg","Blokkleilighet",1,"2348.2",0,0,0,0,0,0,0,24,"1922.0","0.0","1922.0","783.0",0,2,5,"46.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-27,"4624/61/228/8","4624","61","228","8",300585021,"Storestraumen 285","storestraumen",285,NA,"H0302","5212","Boligblokker",988818,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6714683.0","-27688.9"
"4513",2080000,0,2019,6,1,109.1,1,"Fritt salg","Blokkleilighet",1,"2348.2",0,0,0,0,0,0,0,24,"1922.0","0.0","1922.0","783.0",0,1,1,"54.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-05,"4624/61/228/6","4624","61","228","6",300585021,"Storestraumen 285","storestraumen",285,NA,"H0302","5212","Boligblokker",1033157,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6714683.0","-27688.9"
