"","P","Alder","B.Ar","EL.Kar","O.Karak","BLEnergikWh","MatValg","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","RegBoDrivePlikt","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest"
"1385",3300000,64,1956,1,"Orange",399.71,"Tre","Fritt salg","Frittliggende enebolig",1,"1660.3",0,0,0,0,0,0,0,8,"904.0","0.0","904.0","0.0",0,1,1,"74.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",0,"Ikke Oppgitt",2020,"2020Q3",2020-08-17,"4601/148/189/2","4601","148","189","2",139610105,"Lyngbøveien 149","lyngbøveien",151,NA,"H0101","5164","Småhus",2880471,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6733250.6","-35419.61"
"1386",2550000,64,1956,1,"Orange",399.71,"Tre","Fritt salg","Blokkleilighet",1,"1660.3",0,0,0,0,0,0,0,8,"904.0","0.0","904.0","0.0",0,2,1,"73.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",0,"Ikke Oppgitt",2020,"2020Q4",2020-10-12,"4601/148/189/5","4601","148","189","5",139610105,"Lyngbøveien 149","lyngbøveien",149,NA,"H0101","5164","Småhus",3160126,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6733250.6","-35419.61"
"1387",5025000,7,2013,4,"Red",137.75,"Betong","Fritt salg","Blokkleilighet",1,"15130.7",1,0,0,0,0,0,0,19,"1971.0","0.0","1971.0","855.0",0,2,6,"84.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-04,"4601/43/1080/14","4601","43","1080","14",300085043,"Sanddalsvegen 7","sanddalsvegen",7,NA,"H0304","5221","Boligblokker",2066488,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6726113.31","-31476.58"
"1390",2240000,8,2012,4,"Red",144.46,"Tre","Fritt salg","Blokkleilighet",1,"5820.0",0,0,0,0,0,0,0,6,"707.0","0.0","707.0","217.0",0,2,2,"77.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-02,"4626/8/95/28","4626","8","95","28",24660753,"Halsvardtjørna 14 C","halsvardtjørna",12,"B",NA,"5357","Boligblokker",2527792,"Terrassehus","Bolig","Bolig","6729600.42","-49188.67"
"1394",2300000,8,2012,4,"Red",144.46,"Tre","Fritt salg","Blokkleilighet",1,"5820.0",0,0,0,0,0,0,0,6,"707.0","0.0","707.0","217.0",0,2,1,"77.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-01,"4626/8/95/27","4626","8","95","27",24660753,"Halsvardtjørna 14 C","halsvardtjørna",14,"B",NA,"5357","Boligblokker",2293071,"Terrassehus","Bolig","Bolig","6729600.42","-49188.67"
"1409",4560000,55,1965,1,"Orange",322.41,"Tre","Fritt salg","Rekkehus/kjede",1,"675.5",0,0,0,0,0,0,0,1,"148.0","0.0","148.0","59.0",0,1,1,"148.0",7,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-18,"4601/10/331/NA","4601","10","331","NA",139388240,"Søre Renen 61","søre renen",61,NA,"H0101","5099","Småhus",2885591,"Rekkehus","Bolig","Bolig","6728145.53","-30171.37"
"1438",2350000,13,2007,4,"Red",150.16,"Betong","Fritt salg","Blokkleilighet",1,"3268.6",0,1,0,1,0,0,0,14,"0.0","0.0","0.0","0.0",0,2,3,"0.0",0,0,0,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q3",2020-08-05,"4626/58/21/10","4626","58","21","10",24187241,"Fjellavegen 231 A","fjellavegen",231,"D","H0101","5357","Boligblokker",2832458,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6729850.92","-46519.37"
"1444",2190000,9,2011,6,"Green",113.26,"Betong","Fritt salg","Frittliggende enebolig",1,"4325.6",1,0,0,0,0,0,0,50,"6750.0","0.0","6750.0","2413.0",0,1,1,"47.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-09-24,"4626/35/36/9","4626","35","36","9",300099776,"Bildøyvegen 19","bildøyvegen",19,NA,"H0204","5353","Boligblokker",3075949,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732073.83","-43677.07"
"1449",3600000,9,2011,6,"Green",113.26,"Betong","Fritt salg","Blokkleilighet",1,"4325.6",1,0,0,0,0,0,0,50,"6750.0","0.0","6750.0","2413.0",0,2,2,"79.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-11-25,"4626/35/36/15","4626","35","36","15",300099776,"Bildøyvegen 19","bildøyvegen",19,NA,"H0204","5353","Boligblokker",3389763,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732073.83","-43677.07"
"1466",1025000,4,2016,6,"Green",115.39,"Betong","Opphør av samboerskap","Blokkleilighet",1,"1402.9",1,0,0,0,0,0,0,14,"1131.0","0.0","1131.0","434.0",0,2,5,"49.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-17,"4601/153/693/10","4601","153","693","10",13917418,"Skolegaten 1","skolegaten",1,NA,"H0202","5160","Boligblokker",2237379,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733924.71","-33538.68"
"1467",3700000,4,2016,6,"Green",115.39,"Betong","Fritt salg","Blokkleilighet",1,"1402.9",1,0,0,0,0,0,0,14,"1131.0","0.0","1131.0","434.0",0,2,3,"90.0",4,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-15,"4601/153/693/8","4601","153","693","8",13917418,"Skolegaten 1","skolegaten",1,NA,"H0202","5160","Boligblokker",2595784,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733924.71","-33538.68"
"1473",1700000,4,2016,6,"Green",115.39,"Betong","Fritt salg","Blokkleilighet",1,"1402.9",1,0,0,0,0,0,0,14,"1131.0","0.0","1131.0","434.0",0,1,3,"90.0",4,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-03,"4601/153/693/3","4601","153","693","3",13917418,"Skolegaten 1","skolegaten",1,NA,"H0202","5160","Boligblokker",2691307,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733924.71","-33538.68"
"1474",4300000,4,2016,6,"Green",115.39,"Betong","Fritt salg","Blokkleilighet",1,"1402.9",1,0,0,0,0,0,0,14,"1131.0","0.0","1131.0","434.0",0,3,3,"111.0",4,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-04,"4601/153/693/13","4601","153","693","13",13917418,"Skolegaten 1","skolegaten",1,NA,"H0202","5160","Boligblokker",2064059,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733924.71","-33538.68"
"1477",3300000,4,2016,6,"Green",115.39,"Betong","Fritt salg","Blokkleilighet",1,"1402.9",1,0,0,0,0,0,0,14,"1131.0","0.0","1131.0","434.0",0,3,2,"62.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-08,"4601/153/693/12","4601","153","693","12",13917418,"Skolegaten 1","skolegaten",1,NA,"H0202","5160","Boligblokker",2721852,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733924.71","-33538.68"
"1479",2600000,10,2010,5,"Red",147.65,"Betong","Fritt salg","Blokkleilighet",1,"493.9",1,0,0,0,0,0,0,11,"1130.0","0.0","1130.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-16,"4601/162/483/1","4601","162","483","1",139259491,"Sivles gate 13","sivles gate",13,NA,"K0101","5059","Boligblokker",2755863,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6732002.07","-31187.51"
"1483",2810000,29,1991,3,"Red",229.55,"Betong","Fritt salg","Blokkleilighet",1,"8983.1",1,0,0,0,0,0,0,38,"3858.0","0.0","3858.0","0.0",0,4,1,"63.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-18,"4601/159/957/67","4601","159","957","67",9501533,"Grønnlien 21","grønnlien",63,NA,NA,"5055","Boligblokker",2888545,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6731537.39","-31797.79"
"1515",3100000,28,1992,3,"Red",194.83,"Betong","Fritt salg","Blokkleilighet",1,"2564.2",0,0,0,0,0,0,0,31,"3101.0","0.0","3101.0","0.0",0,3,8,"74.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-09-09,"4601/158/650/20","4601","158","650","20",9522174,"Nordre Skogveien 11","nordre skogveien",11,NA,"H0201","5057","Boligblokker",2994542,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732669.57","-32132.95"
"1517",1675000,28,1992,3,"Red",194.83,"Betong","Fritt salg","Blokkleilighet",1,"2564.2",0,0,0,0,0,0,0,31,"3101.0","0.0","3101.0","0.0",0,2,9,"74.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-02,"4601/158/650/10","4601","158","650","10",9522174,"Nordre Skogveien 11","nordre skogveien",11,NA,"H0201","5057","Boligblokker",3113618,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732669.57","-32132.95"
"1531",2460000,12,2008,5,"Green",125.01,"Betong","Fritt salg","Blokkleilighet",1,"3412.1",1,0,0,0,0,1,0,71,"6096.0","0.0","6096.0","0.0",0,5,11,"35.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-18,"4601/163/28/51","4601","163","28","51",23669668,"Møllendalsbakken 1","møllendalsbakken",1,NA,"H0303","5009","Boligblokker",2617264,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732466.13","-30576.28"
"1532",3340000,12,2008,5,"Green",125.01,"Betong","Fritt salg","Blokkleilighet",1,"3412.1",1,0,0,0,0,1,0,71,"6096.0","0.0","6096.0","0.0",0,4,5,"51.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-21,"4601/163/28/42","4601","163","28","42",23669668,"Møllendalsbakken 1","møllendalsbakken",1,NA,"H0303","5009","Boligblokker",2357831,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732466.13","-30576.28"
"1533",3200000,12,2008,5,"Green",125.01,"Betong","Fritt salg","Blokkleilighet",1,"3412.1",1,0,0,0,0,1,0,71,"6096.0","0.0","6096.0","0.0",0,2,7,"51.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-09-07,"4601/163/28/13","4601","163","28","13",23669668,"Møllendalsbakken 1","møllendalsbakken",1,NA,"H0303","5009","Boligblokker",2985303,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732466.13","-30576.28"
"1535",3650000,12,2008,5,"Green",125.01,"Betong","Fritt salg","Blokkleilighet",1,"3412.1",1,0,0,0,0,1,0,71,"6096.0","0.0","6096.0","0.0",0,6,1,"65.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-02,"4601/163/28/61","4601","163","28","61",23669668,"Møllendalsbakken 1","møllendalsbakken",1,NA,"H0303","5009","Boligblokker",2689173,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732466.13","-30576.28"
"1537",3050000,12,2008,5,"Green",125.01,"Betong","Fritt salg","Blokkleilighet",1,"3412.1",1,0,0,0,0,1,0,71,"6096.0","0.0","6096.0","0.0",0,2,3,"51.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-06,"4601/163/28/17","4601","163","28","17",23669668,"Møllendalsbakken 1","møllendalsbakken",1,NA,"H0303","5009","Boligblokker",1946175,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732466.13","-30576.28"
"1541",3550000,12,2008,5,"Green",125.01,"Betong","Fritt salg","Blokkleilighet",1,"3412.1",1,0,0,0,0,1,0,71,"6096.0","0.0","6096.0","0.0",0,4,9,"63.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-19,"4601/163/28/38","4601","163","28","38",23669668,"Møllendalsbakken 1","møllendalsbakken",1,NA,"H0303","5009","Boligblokker",2250383,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732466.13","-30576.28"
"1547",7490000,23,1997,4,"Orange",179.31,"Tre","Fritt salg","Frittliggende enebolig",1,"321.7",0,0,0,0,0,0,0,2,"197.0","0.0","197.0","0.0",0,1,1,"74.0",3,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-24,"4601/35/525/NA","4601","35","525","NA",9571477,"Sandslibakken 115","sandslibakken",115,NA,NA,"5253","Småhus",2146345,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6725291.2","-36024.97"
"1549",7490000,23,1997,4,"Orange",179.31,"Tre","Fritt salg","Frittliggende enebolig",1,"321.7",0,0,0,0,0,0,0,2,"197.0","0.0","197.0","0.0",0,1,1,"123.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-24,"4601/35/525/NA","4601","35","525","NA",9571477,"Sandslibakken 115","sandslibakken",115,NA,NA,"5253","Småhus",2146345,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6725291.2","-36024.97"
"1566",3020000,9,2011,6,"Green",115.55,"Betong","Fritt salg","Blokkleilighet",1,"2393.7",0,0,0,0,0,0,0,43,"2678.0","0.0","2678.0","1.0",0,4,6,"43.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-03,"4601/158/856/81","4601","158","856","81",25606949,"Michael Krohns gate 71","michael krohns gate",71,NA,"H0502","5057","Boligblokker",2690386,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733064.73","-32385.81"
"1567",4100000,9,2011,6,"Green",115.55,"Betong","Fritt salg","Blokkleilighet",1,"2393.7",0,0,0,0,0,0,0,43,"2678.0","0.0","2678.0","1.0",0,5,9,"61.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-08,"4601/158/856/93","4601","158","856","93",25606949,"Michael Krohns gate 71","michael krohns gate",71,NA,"H0502","5057","Boligblokker",2557739,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733064.73","-32385.81"
"1570",3300000,9,2011,6,"Green",115.55,"Betong","Fritt salg","Blokkleilighet",1,"2393.7",0,0,0,0,0,0,0,43,"2678.0","0.0","2678.0","1.0",0,2,1,"33.0",2,1,1,0,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-11-04,"4601/158/856/59","4601","158","856","59",25606949,"Michael Krohns gate 71","michael krohns gate",71,NA,"H0502","5057","Boligblokker",3279404,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733064.73","-32385.81"
"1580",2800000,9,2011,6,"Green",115.55,"Betong","Fritt salg","Blokkleilighet",1,"2393.7",0,0,0,0,0,0,0,43,"2678.0","0.0","2678.0","1.0",0,3,1,"42.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-31,"4601/158/856/67","4601","158","856","67",25606949,"Michael Krohns gate 71","michael krohns gate",71,NA,"H0502","5057","Boligblokker",2945338,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733064.73","-32385.81"
"1582",3e+06,9,2011,6,"Green",115.55,"Betong","Fritt salg","Blokkleilighet",1,"2393.7",0,0,0,0,0,0,0,43,"2678.0","0.0","2678.0","1.0",0,5,1,"42.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-17,"4601/158/856/85","4601","158","856","85",25606949,"Michael Krohns gate 71","michael krohns gate",71,NA,"H0502","5057","Boligblokker",2343940,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733064.73","-32385.81"
"1604",3550000,3,2017,7,"Lightgreen",90.5,NA,"Fritt salg","Blokkleilighet",1,"3493.0",0,0,0,0,0,1,0,43,"8452.0","0.0","8452.0","1915.0",0,5,6,"85.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-06,"4626/35/49/44","4626","35","49","44",300580842,"Bildøyvegen 9","bildøyvegen",9,NA,"H0204","5353","Boligblokker",2837612,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6732087.19","-43565.82"
"1606",1740000,12,2008,3,"Red",212.36,"Tre","Fritt salg","Annet",1,"1324.2",0,0,0,0,0,0,0,6,"892.0","0.0","892.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Underetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q2",2020-04-15,"4627/3/287/3","4627","3","287","3",13649138,"Askvegen 258 C","askvegen",258,"C",NA,"5307","Boligblokker",2334975,"Rekkehus","Bolig","Bolig","6743027.94","-36293.08"
"1608",1230000,12,2008,3,"Red",212.36,"Tre","Opphør av samboerskap","Rekkehus/kjede",1,"1324.2",0,0,0,0,0,0,0,6,"892.0","0.0","892.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q4",2020-11-26,"4627/3/287/2","4627","3","287","2",13649138,"Askvegen 258 C","askvegen",258,"B",NA,"5307","Boligblokker",3397180,"Rekkehus","Bolig","Bolig","6743027.94","-36293.08"
"1613",5610000,6,2014,5,"Green",113.64,"Betong","Fritt salg","Blokkleilighet",2,"1594.5",0,0,0,0,0,0,0,18,"1721.0","0.0","1721.0","899.0",0,1,1,"105.0",4,2,2,0,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-19,"4626/23/383/5","4626","23","383","5",300493209,"Angeltveitmyrane 14","angeltveitmyrane",4,NA,"H0202","5363","Boligblokker",2249838,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6738948.02","-50540.33"
"1619",5610000,6,2014,5,"Green",113.64,"Betong","Fritt salg","Blokkleilighet",2,"1594.5",0,0,0,0,0,0,0,18,"1721.0","0.0","1721.0","899.0",0,3,4,"96.0",3,1,1,0,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-19,"4626/23/383/15","4626","23","383","15",300493209,"Angeltveitmyrane 14","angeltveitmyrane",14,NA,"H0202","5363","Boligblokker",2249838,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6738948.02","-50540.33"
"1628",4300000,5,2015,5,"Green",114.61,"Betong","Fritt salg","Blokkleilighet",1,"4328.1",1,0,0,0,0,0,0,36,"3011.0","0.0","3011.0","1.0",0,2,1,"93.0",3,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-30,"4601/158/87/47","4601","158","87","47",300370620,"Damsgårdsveien 86","damsgårdsveien",86,NA,"H0302","5058","Boligblokker",2669508,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733136.07","-32443.98"
"1631",3950000,5,2015,5,"Green",114.61,"Betong","Fritt salg","Uoppgitt",1,"4328.1",1,0,0,0,0,0,0,36,"3011.0","0.0","3011.0","1.0",0,5,2,"66.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-11-13,"4601/158/87/66","4601","158","87","66",300370620,"Damsgårdsveien 86","damsgårdsveien",86,NA,"H0302","5058","Boligblokker",3330926,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733136.07","-32443.98"
"1633",4600000,5,2015,5,"Green",114.61,"Betong","Fritt salg","Blokkleilighet",1,"4328.1",1,0,0,0,0,0,0,36,"3011.0","0.0","3011.0","1.0",0,3,1,"94.0",3,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-03,"4601/158/87/51","4601","158","87","51",300370620,"Damsgårdsveien 86","damsgårdsveien",86,NA,"H0302","5058","Boligblokker",2534864,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733136.07","-32443.98"
"1640",2910000,5,2015,5,"Green",114.61,"Betong","Fritt salg","Blokkleilighet",1,"4328.1",1,0,0,0,0,0,0,36,"3011.0","0.0","3011.0","1.0",0,2,3,"46.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-06,"4601/158/87/49","4601","158","87","49",300370620,"Damsgårdsveien 86","damsgårdsveien",86,NA,"H0302","5058","Boligblokker",2706690,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733136.07","-32443.98"
"1641",3900000,5,2015,5,"Green",114.61,"Betong","Fritt salg","Blokkleilighet",1,"4328.1",1,0,0,0,0,0,0,36,"3011.0","0.0","3011.0","1.0",0,4,5,"68.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-12-28,"4601/158/87/62","4601","158","87","62",300370620,"Damsgårdsveien 86","damsgårdsveien",86,NA,"H0302","5058","Boligblokker",3540278,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733136.07","-32443.98"
"1642",2935000,5,2015,5,"Green",114.61,"Betong","Fritt salg","Blokkleilighet",1,"4328.1",1,0,0,0,0,0,0,36,"3011.0","0.0","3011.0","1.0",0,3,4,"46.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-03,"4601/158/87/54","4601","158","87","54",300370620,"Damsgårdsveien 86","damsgårdsveien",86,NA,"H0302","5058","Boligblokker",2821519,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733136.07","-32443.98"
"1663",2500000,81,1939,3,"Orange",213.41,"Mur/tegl","Fritt salg","Blokkleilighet",1,"402.0",0,0,0,0,0,0,0,8,"539.0","0.0","539.0","134.0",0,1,1,"46.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-14,"4601/160/438/1","4601","160","438","1",139234367,"Inndalsveien 110","inndalsveien",110,NA,"H0202","5063","Boligblokker",3174478,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6730808.21","-30941.94"
"1666",3e+06,4,2016,6,"Green",114.94,"Mur/tegl","Fritt salg","Blokkleilighet",1,"3905.9",0,0,0,0,0,0,0,14,"1251.0","0.0","1251.0","377.0",0,3,1,"80.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-24,"4601/116/264/18","4601","116","264","18",300427543,"Sandsliåsen 49","sandsliåsen",49,NA,"H0202","5254","Boligblokker",2376127,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6723873.53","-35444.05"
"1669",2520000,13,2007,3,"Red",176.53,"Tre","Fritt salg","Tomannsbolig",1,"6265.7",1,0,0,0,0,0,0,2,"155.0","0.0","155.0","0.0",0,1,1,"79.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-05,"4624/44/501/14","4624","44","501","14",21720623,"Halhjemsmarka 185 A","halhjemsmarka",185,"A","H0101","5208","Boligblokker",2829035,"Tomannsbolig, horisontaldelt","Bolig","Bolig","6705778.06","-29946.22"
"1670",3600000,7,2013,5,"Red",136.77,"Tre","Fritt salg","Blokkleilighet",1,"1193.3",0,0,0,0,0,0,0,5,"601.0","0.0","601.0","278.0",0,2,1,"164.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-12-07,"4626/43/683/5","4626","43","683","5",300342057,"Nygårdsvegen 48 D","nygårdsvegen",48,"E","H0201","5350","Småhus",3445967,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6731297.56","-42037.16"
"1677",2490000,6,2014,5,"Orange",155.75,"Tre","Fritt salg","Blokkleilighet",1,"6735.7",0,0,0,0,0,0,0,8,"616.0","0.0","616.0","388.0",0,2,1,"77.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-12-02,"4624/34/647/6","4624","34","647","6",300326961,"Skeisbotnen 68 A","skeisbotnen",68,"C","H0101","5217","Småhus",3426781,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6709448.6","-31085.75"
