"","P","pm2","Alder","B.Ar","EL.Kar","EL.Kar.Original","O.Karak","O.Karak_num","BLEnergikWh","MatValg","MatValg_num","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","Etasje_num","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","Andelsnummer","InternIdBruksenhet","dist_cbd_km","geom"
"35",4550000,113750,17,2003,4,"D","Orange",2,163.64,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"4704.6",0,0,0,0,0,0,2,302,"0.0","302.0","0.0",0,1,1,40,2,1,1,1,0,1,"Underetasje","Kjøkken",3,"Privat innlagt",2,"Privat kloakk",2020,"2020Q2",2020-05-07 02:00:00,"4631/233/105/NA",4631,233,105,"0",19231380,"Dyrhovden 2 A","dyrhovden",2,"B","H0101","5993","Småhus",2423844,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig",8,2200556,27.91,c(-19003.2, 6759006.32)
"36",4350000,29194.6308724832,22,1998,4,"D","Orange",2,176.18,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"951.4",0,0,0,0,0,0,2,221,"0.0","221.0","0.0",0,1,1,149,5,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",0,"Ikke Oppgitt",2020,"2020Q3",2020-08-07 02:00:00,"4626/150/172/NA",4626,150,172,"0",13004951,"Leirbakken 9","leirbakken",9,NA,"U0101","5382","Småhus",2845000,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig",4,1318151,18.51,c(-46879.38, 6723276.29)
"37",3300000,25000,3,2017,6,"B","Orange",2,128.53,"Tre",4,"Fritt salg","Tomannsbolig",1,"523.3",0,0,0,0,0,0,1,132,"0.0","132.0","86.0",0,1,1,132,5,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-13 01:00:00,"4624/73/85/NA",4624,73,85,"0",300637242,"Hegglandsdalsvegen 304 B","hegglandsdalsvegen",304,"B","H0101","5211","Småhus",2225313,"Tomannsbolig, vertikaldelt","Bolig","Bolig",4,6808143,22.5,c(-24345.1, 6713178.55)
"38",3950000,23372.7810650888,34,1986,3,"E","Yellow",3,203.09,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"1283.1",0,0,0,0,0,0,1,169,"0.0","169.0","0.0",0,1,1,169,5,1,2,1,0,2,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q1",2020-03-20 01:00:00,"4626/43/599/NA",4626,43,599,"0",9802266,"Nygårdsvegen 13","nygårdsvegen",13,NA,"H0101","5350","Småhus",2254560,"Enebolig","Bolig","Bolig",4,347516,10.22,c(-41774.24, 6731230.42)
"39",4490000,18553.7190082645,36,1985,2,"F","Orange",2,280.81,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"718.9",0,0,0,0,0,0,1,259,"0.0","259.0","0.0",0,1,1,242,5,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",0,"Ikke Oppgitt",2021,"2021Q2",2021-06-24 02:00:00,"4631/323/361/NA",4631,323,361,"0",9850635,"Juviknipa 68","juviknipa",68,NA,"H0101","5918","Småhus",769515,"Enebolig","Bolig","Bolig",2,6271261,14.01,c(-35483.81, 6747904.49)
"40",1710000,10426.8292682927,51,1969,1,"G","Red",1,404.5,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"1080.0",0,0,0,0,0,0,1,164,"0.0","164.0","0.0",0,1,1,164,5,1,1,1,0,2,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q3",2020-07-30 02:00:00,"4631/211/14/NA",4631,211,14,"0",176283300,"Li 31","li",31,NA,"H0101","5913","Småhus",2808067,"Enebolig","Bolig","Bolig",4,2275154,25.3,c(-25320.06, 6758723.14)
"41",3000000,30000,5,2016,6,"B","Orange",2,132.44,"Tre",4,"Fritt salg","Rekkehus/kjede",2,"153.6",0,0,0,0,0,0,1,100,"0.0","100.0","50.0",0,2,1,100,4,2,2,0,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-06 02:00:00,"4631/134/487/NA",4631,134,487,"0",300655685,"Vardane 190","vardane",190,NA,"H0201","5911","Småhus",391317,"Rekkehus","Bolig","Bolig",34,6964976,20.26,c(-34465.46, 6754440.9)
"42",4200000,22580.6451612903,2,2020,6,"B","Red",1,116.7,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"928.9",0,0,0,0,0,0,1,232,"0.0","232.0","141.0",0,1,1,186,5,2,2,1,0,2,"Hovedetasje","Kjøkken",3,"Privat innlagt",2,"Privat kloakk",2022,"2022Q1",2022-03-15 01:00:00,"4624/184/173/NA",4624,184,173,"0",300803920,"Kletten 38","kletten",38,NA,"H0101","5643","Småhus",289861,"Enebolig","Bolig","Bolig",4,7136662,32.3,c(-17852.2, 6705299.72)
"43",5240000,25314.0096618357,1,2019,6,"B","Orange",2,127.01,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"855.7",0,0,0,0,0,0,1,207,"0.0","207.0","254.0",0,1,1,207,5,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-07 01:00:00,"4627/18/623/NA",4627,18,623,"0",300628470,"Friluftsvegen 43 B","friluftsvegen",43,"B","H0101","5310","Småhus",1952008,"Enebolig","Bolig","Bolig",8,6790395,13.89,c(-42849.97, 6743027.39)
"44",1500000,7500,10,2011,6,"B","Orange",2,113.85,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"999.2",0,0,0,0,0,0,1,200,"0.0","200.0","145.0",0,1,1,200,2,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-30 02:00:00,"4626/114/209/NA",4626,114,209,"0",300040090,"Gamle Skulevegen 17","gamle skulevegen",17,NA,"H0101","5378","Småhus",1215089,"Enebolig","Bolig","Bolig",4,4882905,25.35,c(-46079.02, 6713220.09)
"45",3320000,28135.593220339,3,2018,5,"C","Orange",2,134.53,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"325.9",0,0,0,0,0,0,1,118,"0.0","118.0","82.0",0,1,1,118,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-02-11 01:00:00,"4631/212/126/NA",4631,212,126,"0",300650839,"Vahaugen 20","vahaugen",20,NA,"H0101","5913","Småhus",173186,"Enebolig","Bolig","Bolig",2,4915148,24.45,c(-24571.99, 6757605.91)
"46",4700000,73437.5,19,2002,5,"C","Yellow",3,144.5,"Tre",4,"Fritt salg","Frittliggende enebolig",2,"1420.3",0,0,0,0,0,0,2,201,"0.0","201.0","0.0",0,1,1,64,2,1,1,1,0,1,"Underetasje","Kjøkken",2,"Tilkn. privat vannverk",2,"Privat kloakk",2021,"2021Q3",2021-08-16 02:00:00,"4626/59/202/NA",4626,59,202,"0",18643510,"Nordre Storhaugen 11","nordre storhaugen",11,NA,"U0101","5366","Småhus",999477,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig",8,357340,20.86,c(-50749.87, 6743523.29)
"47",5450000,35855.2631578947,32,1989,3,"E","Orange",2,232.98,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"1325.6",0,0,0,0,0,0,2,213,"0.0","213.0","125.0",0,1,1,152,3,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-09 02:00:00,"4627/7/745/NA",4627,7,745,"0",9820868,"Nygjerdet 26","nygjerdet",26,NA,"H0101","5300","Småhus",404884,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig",2,94232,5.94,c(-37050.07, 6737505.61)
"48",2800000,22950.8196721311,97,1924,1,"G","Orange",2,439.27,"Tre",4,"Fritt salg","Annet",2,"178258.9",1,0,1,0,0,0,1,122,"0.0","122.0","0.0",0,1,1,122,5,1,1,1,0,2,"Hovedetasje","Kjøkken",3,"Privat innlagt",2,"Privat kloakk",2021,"2021Q1",2021-02-10 01:00:00,"4630/137/2/NA",4630,137,2,"0",175866140,"Bullavegen 60","bullavegen",60,NA,"H0101","5281","Småhus",170844,"Våningshus","Bolig","Bolig",11,1435992,14.61,c(-24542.49, 6746871.2)
"49",13000000,42763.1578947368,58,1964,6,"B","Yellow",3,110.01,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"2030.8",1,0,0,0,0,0,1,304,"0.0","304.0","0.0",0,1,1,304,9,3,3,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-04 02:00:00,"4624/63/243/NA",4624,63,243,"0",12550154,"Austre Lurane 6","austre lurane",6,NA,"H0101","5200","Småhus",730660,"Enebolig","Bolig","Bolig",8,2352936,24.74,c(-26965.63, 6710104.14)
"50",4615000,36626.9841269841,5,2016,5,"C","Red",1,134.53,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"389.8",0,0,0,0,0,0,1,126,"0.0","126.0","77.0",0,1,1,126,4,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-01 02:00:00,"4627/10/964/NA",4627,10,964,"0",300451683,"Stongafjellsvegen 354","stongafjellsvegen",354,NA,"H0101","5301","Småhus",640963,"Enebolig","Bolig","Bolig",3,6438566,6.92,c(-38347.86, 6737138.04)
"51",3750000,28625.9541984733,16,2005,5,"C","Red",1,141.6,"Tre",4,"Fritt salg","Tomannsbolig",1,"576.1",0,0,0,0,0,0,1,130,"0.0","130.0","79.0",0,1,1,131,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-06 02:00:00,"4631/321/86/NA",4631,321,86,"0",21170143,"Dalemarka 63 A","dalemarka",63,"A","H0101","5918","Småhus",537281,"Tomannsbolig, vertikaldelt","Bolig","Bolig",8,1292081,15.47,c(-36974.98, 6748981.9)
"52",5400000,39416.0583941606,3,2018,6,"B","Yellow",3,129.59,"Tre",4,"Fritt salg","Tomannsbolig",1,"436.1",0,0,0,0,0,0,1,137,"0.0","137.0","100.0",0,1,1,137,5,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-09 01:00:00,"4624/51/538/NA",4624,51,538,"0",300626252,"Kuvågvegen 38 A","kuvågvegen",38,"A","H0101","5209","Småhus",285892,"Tomannsbolig, vertikaldelt","Bolig","Bolig",6,6786578,24.91,c(-28202.5, 6709714.08)
"53",6575000,24351.8518518519,18,2003,6,"B","Lightgreen",4,111.47,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"6733.8",0,0,0,0,0,0,1,270,"0.0","270.0","0.0",0,1,1,270,6,2,2,1,0,2,"Hovedetasje","Kjøkken",2,"Tilkn. privat vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-25 02:00:00,"4626/24/201/NA",4626,24,201,"0",22580264,"Landrovågen 16","landrovågen",16,NA,"H0101","5363","Småhus",775358,"Enebolig","Bolig","Bolig",4,361845,19.91,c(-51009.75, 6740341.31)
"54",3000000,14778.3251231527,24,1995,2,"F","Green",5,266.47,"Betong",1,"Fritt salg","Frittliggende enebolig",1,"951.4",0,0,0,0,0,0,1,203,"0.0","203.0","0.0",0,1,1,203,4,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",0,"Ikke Oppgitt",2019,"2019Q3",2019-09-30 02:00:00,"4626/26/193/NA",4626,26,193,"0",9802681,"Barnessvingen 3","barnessvingen",3,NA,"H0101","5363","Småhus",1143618,"Enebolig","Bolig","Bolig",8,322097,18.32,c(-49390.49, 6740182.13)
"55",7250000,125000,17,2005,5,"C","Orange",2,151.27,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"816.1",0,0,0,0,0,0,2,185,"0.0","185.0","0.0",0,1,1,58,2,1,1,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-11-01 01:00:00,"4624/44/486/NA",4624,44,486,"0",21712892,"Halhjemsmarka 280","halhjemsmarka",280,NA,"H0101","5208","Småhus",1235755,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig",11,2357036,28.83,c(-29856.86, 6705572.49)
"56",6850000,53937.0078740157,16,2005,5,"C","Orange",2,151.27,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"816.1",0,0,0,0,0,0,2,185,"0.0","185.0","0.0",0,1,1,127,5,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-02-01 01:00:00,"4624/44/486/NA",4624,44,486,"0",21712892,"Halhjemsmarka 280","halhjemsmarka",280,NA,"H0101","5208","Småhus",123861,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig",8,2357036,28.83,c(-29856.86, 6705572.49)
"57",6120000,31875,20,2001,4,"D","Orange",2,161.45,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"1203.6",0,0,0,0,0,0,1,192,"0.0","192.0","0.0",0,1,1,192,7,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",2,"Privat kloakk",2021,"2021Q3",2021-09-17 02:00:00,"4631/137/191/NA",4631,137,191,"0",19236692,"Stølen 35","stølen",35,NA,"H0101","5911","Småhus",1155866,"Enebolig","Bolig","Bolig",4,2248780,18.87,c(-32981.64, 6753169.67)
"58",3500000,27777.7777777778,20,2001,5,"C","Yellow",3,147.71,"Tre",4,"Fritt salg","Tomannsbolig",1,"319.5",0,0,0,0,0,0,1,126,"0.0","126.0","0.0",0,1,1,126,6,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",0,"Ikke Oppgitt",2021,"2021Q2",2021-06-04 02:00:00,"4631/318/15/NA",4631,318,15,"0",21165581,"Sagstadvegen 103 A","sagstadvegen",103,"A","H0101","5919","Småhus",668330,"Tomannsbolig, vertikaldelt","Bolig","Bolig",6,1289054,15.63,c(-35389.83, 6749584.69)
"59",4125000,26960.7843137255,23,1998,4,"D","Orange",2,177.17,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"343.3",0,0,0,0,0,0,1,153,"0.0","153.0","0.0",0,1,1,153,5,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-06 02:00:00,"4631/188/716/NA",4631,188,716,"0",19230627,"Oterdalen 72","oterdalen",72,NA,"H0101","5914","Småhus",386406,"Rekkehus","Bolig","Bolig",6,2200315,17.51,c(-30584.07, 6751775.77)
"60",6800000,17894.7368421053,19,2002,5,"C","Yellow",3,133.79,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"835.7",0,0,0,0,0,0,1,380,"0.0","380.0","0.0",0,1,1,380,6,3,3,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-16 01:00:00,"4624/8/528/NA",4624,8,528,"0",21713384,"Internatvegen 20","internatvegen",20,NA,"H0101","5212","Småhus",317420,"Enebolig","Bolig","Bolig",7,2357068,18.92,c(-27621.69, 6715922.84)
"61",3600000,30252.1008403361,15,2006,5,"C","Red",1,139.31,"Tre",4,"Fritt salg","Tomannsbolig",1,"334.8",0,0,0,0,0,0,1,119,"0.0","119.0","0.0",0,1,1,119,4,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-29 02:00:00,"4624/44/550/NA",4624,44,550,"0",21721344,"Bjørnavegen 79 B","bjørnavegen",79,"B","H0101","5208","Småhus",375071,"Tomannsbolig, vertikaldelt","Bolig","Bolig",7,2359345,28.27,c(-29388.56, 6706173.23)
"62",4380000,23422.4598930481,4,2017,6,"B","Red",1,118.23,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"301.5",0,0,0,0,0,0,1,187,"0.0","187.0","100.0",0,1,1,187,5,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-30 02:00:00,"4626/33/656/NA",4626,33,656,"0",300574712,"Brurasteinane 12","brurasteinane",12,NA,"H0101","5360","Småhus",378653,"Rekkehus","Bolig","Bolig",5,6682450,14.07,c(-45715.52, 6731068.16)
"63",5000000,37037.037037037,3,2018,5,"C","Red",1,136.01,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"288.3",0,0,0,0,0,0,1,135,"0.0","135.0","119.0",0,1,1,135,4,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-19 01:00:00,"4627/10/1004/NA",4627,10,1004,"0",300544002,"Stongafjellsvegen 367","stongafjellsvegen",367,NA,"H0101","5301","Småhus",334488,"Enebolig","Bolig","Bolig",4,6616984,7.04,c(-38457.79, 6737200.32)
"64",5700000,26267.2811059908,7,2014,5,"C","Green",5,150.35,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"1517.6",0,0,0,0,0,0,1,217,"0.0","217.0","0.0",0,1,1,217,5,2,2,1,0,2,"Hovedetasje","Kjøkken",2,"Tilkn. privat vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-06 02:00:00,"4624/187/27/NA",4624,187,27,"0",300408907,"Vik 90","vik",90,NA,"H0101","5643","Småhus",961499,"Enebolig","Bolig","Bolig",6,6356573,31.56,c(-17332.54, 6706396.04)
"65",5050000,33223.6842105263,23,1998,4,"D","Red",1,177.22,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"769.2",0,0,0,0,0,0,1,152,"0.0","152.0","0.0",0,1,1,152,5,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-30 02:00:00,"4627/10/527/NA",4627,10,527,"0",19712028,"Svebrotet 101","svebrotet",101,NA,"H0101","5302","Småhus",379802,"Enebolig","Bolig","Bolig",9,132308,7.77,c(-39438.53, 6736663.17)
"66",4000000,31746.0317460317,46,1976,3,"E","Yellow",3,232.72,"Tre",4,"Fritt salg","Tomannsbolig",1,"350.4",0,0,0,0,0,0,1,126,"0.0","126.0","0.0",0,1,1,126,4,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-01 02:00:00,"4624/51/186/NA",4624,51,186,"0",12535821,"Brothaugen 44","brothaugen",44,NA,"H0101","5209","Småhus",589759,"Tomannsbolig, vertikaldelt","Bolig","Bolig",11,2338737,25.45,c(-28245.07, 6709154.66)
"67",3340000,25303.0303030303,0,2019,6,"B","Orange",2,128.53,"Tre",4,"Fritt salg","Tomannsbolig",1,"418.6",0,0,0,0,0,0,1,132,"0.0","132.0","93.0",0,1,1,132,5,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-25 02:00:00,"4624/27/500/NA",4624,27,500,"0",300683691,"Skipavika 76 A","skipavika",76,"A","H0101","5218","Småhus",724732,"Tomannsbolig, vertikaldelt","Bolig","Bolig",3,6898494,24.78,c(-34676.38, 6709687.33)
"68",3050000,30198.0198019802,16,2006,4,"D","Orange",2,177.81,"Tre",4,"Fritt salg","Tomannsbolig",1,"595.0",0,0,0,0,0,0,1,101,"0.0","101.0","0.0",0,1,1,101,5,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-04 02:00:00,"4626/237/46/NA",4626,237,46,"0",23277697,"Råkebakkane 9","råkebakkane",9,NA,"H0101","5337","Småhus",481339,"Tomannsbolig, vertikaldelt","Bolig","Bolig",6,1367522,23.67,c(-51158.33, 6748258.62)
"69",7400000,29133.8582677165,21,2001,6,"B","Lightgreen",4,110.46,"Tre",4,"Fritt salg","Frittliggende enebolig",2,"1119.4",0,0,0,0,1,0,1,230,"0.0","230.0","0.0",0,1,1,254,6,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",0,"Ikke Oppgitt",2022,"2022Q2",2022-06-01 02:00:00,"4626/150/129/NA",4626,150,129,"0",21470317,"Leirbakken 17","leirbakken",17,NA,"H0101","5382","Småhus",589717,"Enebolig","Bolig","Bolig",13,1320017,18.43,c(-46881.04, 6723412.2)
"70",5000000,21739.1304347826,38,1984,3,"E","Yellow",3,233.57,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"1002.6",0,0,0,0,0,0,1,230,"0.0","230.0","0.0",0,1,1,230,7,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",2,"Privat kloakk",2022,"2022Q2",2022-06-20 02:00:00,"4626/235/140/NA",4626,235,140,"0",9855327,"Løtevegen 25","løtevegen",25,NA,"H0101","5337","Småhus",665787,"Enebolig","Bolig","Bolig",5,1360334,23.2,c(-51479.37, 6746964.55)
"71",3600000,28571.4285714286,26,1996,4,"D","Yellow",3,193.96,"Tre",4,"Fritt salg","Frittliggende enebolig",2,"437.6",0,0,0,0,0,0,1,126,"0.0","126.0","0.0",0,1,1,126,5,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-15 01:00:00,"4627/7/782/NA",4627,7,782,"0",13637342,"Holmedalen 53","holmedalen",53,NA,"H0101","5300","Småhus",292634,"Enebolig","Bolig","Bolig",3,120835,6.09,c(-37485.26, 6737037.17)
"72",3700000,27205.8823529412,10,2012,6,"B","Red",1,129.22,"Tre",4,"Fritt salg","Tomannsbolig",1,"382.5",0,0,0,0,0,0,1,136,"0.0","136.0","86.0",0,1,1,136,6,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-02-28 01:00:00,"4624/44/627/NA",4624,44,627,"0",300226719,"Kjeldevegen 10 C","kjeldevegen",10,"C","H0101","5208","Småhus",227501,"Tomannsbolig, vertikaldelt","Bolig","Bolig",4,6041031,27.84,c(-30206.98, 6706548.01)
"73",7900000,38536.5853658537,3,2019,6,"B","Orange",2,111.01,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"851.3",0,0,0,0,0,0,2,263,"0.0","263.0","166.0",0,1,1,205,4,2,2,1,0,2,"Hovedetasje","Kjøkken",3,"Privat innlagt",2,"Privat kloakk",2022,"2022Q2",2022-05-04 02:00:00,"4624/71/42/NA",4624,71,42,"0",300702821,"Berge 63 B","berge",63,"B","H0101","5211","Småhus",481535,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig",6,6934513,23.67,c(-23583.45, 6712208.13)
"74",3950000,27622.3776223776,20,2002,4,"D","Orange",2,177.67,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"657.0",0,0,0,0,0,0,1,143,"0.0","143.0","0.0",0,1,1,143,5,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-04-25 02:00:00,"4626/23/280/NA",4626,23,280,"0",22576054,"Grønebakkane 40","grønebakkane",40,NA,"H0101","5363","Småhus",434192,"Enebolig","Bolig","Bolig",9,6116898,18.77,c(-50268.38, 6738773.72)
"75",3870000,20051.8134715026,17,2005,4,"D","Yellow",3,161.77,"Tre",4,"Fritt salg","Tomannsbolig",2,"697.3",0,0,0,0,0,0,1,120,"0.0","120.0","15.0",0,1,1,193,5,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-23 02:00:00,"4626/237/81/NA",4626,237,81,"0",23276828,"Torsvikhøgda 18","torsvikhøgda",18,NA,"H0101","5337","Småhus",551642,"Tomannsbolig, vertikaldelt","Bolig","Bolig",6,5946917,23.56,c(-51144.87, 6748103.77)
"76",6130000,23132.0754716981,33,1989,4,"D","Yellow",3,161.58,"Betong",1,"Fritt salg","Frittliggende enebolig",1,"1158.9",0,0,0,0,0,0,1,265,"0.0","265.0","0.0",0,1,1,265,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",2,"Privat kloakk",2022,"2022Q2",2022-05-06 02:00:00,"4627/12/1204/NA",4627,12,1204,"0",9818251,"Søre Marikoven 70","søre marikoven",70,NA,"H0101","5302","Småhus",490323,"Enebolig","Bolig","Bolig",5,92594,8.02,c(-39967.06, 6735480.78)
"77",4300000,30496.4539007092,26,1996,3,"E","Orange",2,225.47,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"564.0",0,0,0,0,0,0,1,141,"0.0","141.0","0.0",0,1,1,141,5,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-03 02:00:00,"4626/36/900/NA",4626,36,900,"0",18626411,"Haugavegen 23","haugavegen",23,NA,"H0101","5354","Småhus",601690,"Enebolig","Bolig","Bolig",7,344867,11.36,c(-43365.77, 6733565.01)
"78",5000000,21186.4406779661,34,1988,3,"E","Orange",2,219.35,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"895.3",0,0,0,0,0,0,1,236,"0.0","236.0","0.0",0,1,1,236,8,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-01 01:00:00,"4624/34/388/NA",4624,34,388,"0",9777407,"Skeismyra 59","skeismyra",59,NA,"H0101","5217","Småhus",231723,"Enebolig","Bolig","Bolig",6,2328460,24.72,c(-30393.51, 6709662.82)
"79",3490000,27054.2635658915,8,2014,6,"B","Orange",2,112.5,"Tre",4,"Fritt salg","Tomannsbolig",2,"158.7",0,0,0,0,0,0,1,129,"0.0","129.0","71.0",0,1,1,129,4,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-04 02:00:00,"4626/10/205/NA",4626,10,205,"0",300528263,"Austegardsvegen 73 A","austegardsvegen",73,"A","H0101","5357","Småhus",477429,"Tomannsbolig, vertikaldelt","Bolig","Bolig",8,6585645,18.55,c(-49924.79, 6729452.09)
