"","P","pm2","Alder","B.Ar","EL.Kar","EL.Kar.Original","O.Karak","O.Karak_num","BLEnergikWh","MatValg","MatValg_num","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","Etasje_num","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer.x","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","Andelsnummer","InternIdBruksenhet","dist_cbd_km","geom"
"1161",3375000,208.076448828607,4,2017,6,"B","Lightgreen",4,84.24,"Betong",1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,86,16220,"0.0","16220.0","2603.0",0,1,4,82,3,1,1,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-15 01:00:00,"4626/35/388/31",4626,35,388,"31",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"C","H0309","5353","Boligblokker",307984,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",3,6757743,11.37,c(-43216.13, 6732310.23)
"1162",1300000,80.1479654747226,3,2017,6,"B","Lightgreen",4,84.24,"Betong",1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,86,16220,"0.0","16220.0","2603.0",0,2,1,64,2,1,1,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-13 01:00:00,"4626/35/388/19",4626,35,388,"19",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"D","H0309","5353","Boligblokker",1976587,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",3,6757715,11.37,c(-43216.13, 6732310.23)
"1163",2050000,126.387176325524,3,2017,6,"B","Lightgreen",4,84.24,"Betong",1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,86,16220,"0.0","16220.0","2603.0",0,2,3,49,1,1,1,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-09-15 02:00:00,"4626/35/388/3",4626,35,388,"3",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"A","H0309","5353","Boligblokker",3024472,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",3,6757731,11.37,c(-43216.13, 6732310.23)
"1164",3890000,239.827373612824,5,2017,6,"B","Lightgreen",4,84.24,"Betong",1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,86,16220,"0.0","16220.0","2603.0",0,1,3,101,3,1,2,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-02-16 01:00:00,"4626/35/388/35",4626,35,388,"35",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"D","H0309","5353","Boligblokker",184342,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",4,6757739,11.37,c(-43216.13, 6732310.23)
"1165",3350000,206.535141800247,5,2017,6,"B","Lightgreen",4,84.24,"Betong",1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,86,16220,"0.0","16220.0","2603.0",0,1,4,66,2,1,1,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-20 02:00:00,"4626/35/388/24",4626,35,388,"24",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"A","H0309","5353","Boligblokker",664806,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",3,6757750,11.37,c(-43216.13, 6732310.23)
"1166",3500000,215.782983970407,2,2017,6,"B","Lightgreen",4,84.24,"Betong",1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,86,16220,"0.0","16220.0","2603.0",0,2,1,73,3,1,1,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-21 01:00:00,"4626/35/388/1",4626,35,388,"1",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"A","H0309","5353","Boligblokker",86088,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",4,6757733,11.37,c(-43216.13, 6732310.23)
"1167",3800000,234.278668310728,5,2017,6,"B","Lightgreen",4,84.24,"Betong",1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,86,16220,"0.0","16220.0","2603.0",0,1,2,74,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-16 02:00:00,"4626/35/388/51",4626,35,388,"51",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"D","H0309","5353","Boligblokker",896766,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",3,6757762,11.37,c(-43216.13, 6732310.23)
"1168",2800000,172.626387176326,4,2017,6,"B","Lightgreen",4,84.24,"Betong",1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,86,16220,"0.0","16220.0","2603.0",0,1,1,64,2,1,1,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-01 02:00:00,"4626/35/388/39",4626,35,388,"39",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"D","H0309","5353","Boligblokker",1077341,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",3,6757735,11.37,c(-43216.13, 6732310.23)
"1169",2600000,160.295930949445,2,2017,6,"B","Lightgreen",4,84.24,"Betong",1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,86,16220,"0.0","16220.0","2603.0",0,1,2,63,2,1,1,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-10-25 02:00:00,"4626/35/388/22",4626,35,388,"22",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"A","H0309","5353","Boligblokker",1271071,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",3,6757752,11.37,c(-43216.13, 6732310.23)
"1170",2690000,14619.5652173913,8,2011,6,"B","Red",1,129.96,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"9203.5",1,0,0,0,0,0,2,184,"0.0","184.0","90.0",0,2,1,109,5,2,2,1,0,2,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2019,"2019Q1",2019-02-19 01:00:00,"4626/27/614/14",4626,27,614,"14",300121503,"Valderhaug 75 B","valderhaug",75,"B","H0201","5363","Småhus",211899,"Rekkehus","Bolig","Bolig",4,5895424,18.35,c(-49934.9, 6738327.15)
"1171",2650000,14402.1739130435,11,2011,6,"B","Red",1,129.96,"Tre",4,"Fritt salg","Annet",1,"9203.5",1,0,0,0,0,0,2,184,"0.0","184.0","90.0",0,1,1,75,3,1,1,1,0,2,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q3",2022-08-30 02:00:00,"4626/27/614/13",4626,27,614,"13",300121503,"Valderhaug 75 B","valderhaug",75,"A","H0201","5363","Småhus",955391,"Rekkehus","Bolig","Bolig",5,5895423,18.35,c(-49934.9, 6738327.15)
"1172",5370000,39197.0802919708,8,2011,6,"B","Orange",2,128.3,"Tre",4,"Fritt salg","Tomannsbolig",1,"5537.9",1,0,0,0,0,0,1,137,"0.0","137.0","85.0",0,1,1,137,5,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-02-28 01:00:00,"4601/34/403/2",4601,34,403,"2",300184060,"Skranevegen 56B","skranevegen",56,"B",NA,"5252","Småhus",248751,"Tomannsbolig, vertikaldelt","Bolig","Bolig",5,5962039,10.04,c(-36256.57, 6725213.37)
"1173",3960000,3739.37677053824,2,2017,5,"C","Green",5,127.92,"Betong",1,"Fritt salg","Blokkleilighet",1,"845.6",0,0,0,0,0,0,8,1059,"0.0","1059.0","477.0",0,1,3,77,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-03 02:00:00,"4601/160/913/3",4601,160,913,"3",300560745,"Vilhelm Bjerknes' vei 58 E","vilhelm bjerknes' vei",58,"E","H0103","5081","Boligblokker",397204,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",4,6652344,5.41,c(-30730.13, 6729068.79)
"1174",5100000,4815.86402266289,2,2017,5,"C","Green",5,127.92,"Betong",1,"Fritt salg","Blokkleilighet",1,"845.6",0,0,0,0,0,0,8,1059,"0.0","1059.0","477.0",0,2,4,88,3,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-25 01:00:00,"4601/160/913/8",4601,160,913,"8",300560745,"Vilhelm Bjerknes' vei 58 E","vilhelm bjerknes' vei",58,"E","H0103","5081","Boligblokker",107375,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",4,6652349,5.41,c(-30730.13, 6729068.79)
"1175",4250000,1061.43856143856,1,2018,5,"C","Green",5,114.18,"Betong",1,"Fritt salg","Blokkleilighet",2,"1178.3",1,0,0,0,0,0,40,4004,"0.0","4004.0","700.0",0,3,8,84,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-02-12 01:00:00,"4601/123/609/14",4601,123,609,"14",300533265,"Søndre Lyderhornslien 62","søndre lyderhornslien",62,NA,"H0404","5171","Boligblokker",178544,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig",4,6595476,5.48,c(-37236.18, 6732612.53)
"1176",3180000,794.205794205794,1,2018,5,"C","Green",5,114.18,"Betong",1,"Fritt salg","Blokkleilighet",2,"1178.3",1,0,0,0,0,0,40,4004,"0.0","4004.0","700.0",0,4,6,58,2,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-04 02:00:00,"4601/123/609/24",4601,123,609,"24",300533265,"Søndre Lyderhornslien 62","søndre lyderhornslien",62,NA,"H0404","5171","Boligblokker",398867,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig",2,6595479,5.48,c(-37236.18, 6732612.53)
"1177",2890000,721.778221778222,1,2018,5,"C","Green",5,114.18,"Betong",1,"Fritt salg","Blokkleilighet",1,"1178.3",1,0,0,0,0,0,40,4004,"0.0","4004.0","700.0",0,1,3,59,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-02 02:00:00,"4601/123/609/3",4601,123,609,"3",300533265,"Søndre Lyderhornslien 62","søndre lyderhornslien",62,NA,"H0404","5171","Boligblokker",385275,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig",5,6595458,5.48,c(-37236.18, 6732612.53)
"1178",2890000,721.778221778222,2,2018,5,"C","Green",5,114.18,"Betong",1,"Fritt salg","Blokkleilighet",1,"1178.3",1,0,0,0,0,0,40,4004,"0.0","4004.0","700.0",0,2,6,60,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-18 01:00:00,"4601/123/609/8",4601,123,609,"8",300533265,"Søndre Lyderhornslien 62","søndre lyderhornslien",62,NA,"H0404","5171","Boligblokker",2242544,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig",3,6595466,5.48,c(-37236.18, 6732612.53)
"1179",3390000,846.653346653347,4,2018,5,"C","Green",5,114.18,"Betong",1,"Fritt salg","Blokkleilighet",1,"1178.3",1,0,0,0,0,0,40,4004,"0.0","4004.0","700.0",0,4,2,58,2,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-19 02:00:00,"4601/123/609/28",4601,123,609,"28",300533265,"Søndre Lyderhornslien 62","søndre lyderhornslien",62,NA,"H0404","5171","Boligblokker",915934,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig",3,6595483,5.48,c(-37236.18, 6732612.53)
"1180",2790000,696.803196803197,1,2018,5,"C","Green",5,114.18,"Betong",1,"Fritt salg","Blokkleilighet",1,"1178.3",1,0,0,0,0,0,40,4004,"0.0","4004.0","700.0",0,2,3,60,2,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-31 01:00:00,"4601/123/609/11",4601,123,609,"11",300533265,"Søndre Lyderhornslien 62","søndre lyderhornslien",62,NA,"H0404","5171","Boligblokker",130136,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig",3,6595463,5.48,c(-37236.18, 6732612.53)
"1181",3625000,905.344655344655,4,2018,5,"C","Green",5,114.18,"Betong",1,"Fritt salg","Blokkleilighet",2,"1178.3",1,0,0,0,0,0,40,4004,"0.0","4004.0","700.0",0,6,3,58,2,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-04-04 02:00:00,"4601/123/609/38",4601,123,609,"38",300533265,"Søndre Lyderhornslien 62","søndre lyderhornslien",62,NA,"H0404","5171","Boligblokker",369592,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig",73,6947458,5.48,c(-37236.18, 6732612.53)
"1182",3440000,859.140859140859,3,2018,5,"C","Green",5,114.18,"Betong",1,"Fritt salg","Blokkleilighet",1,"1178.3",1,0,0,0,0,0,40,4004,"0.0","4004.0","700.0",0,3,7,58,2,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-05 02:00:00,"4601/123/609/15",4601,123,609,"15",300533265,"Søndre Lyderhornslien 62","søndre lyderhornslien",62,NA,"H0404","5171","Boligblokker",530771,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig",4,6595475,5.48,c(-37236.18, 6732612.53)
"1183",4190000,1046.45354645355,1,2018,5,"C","Green",5,114.18,"Betong",1,"Fritt salg","Blokkleilighet",2,"1178.3",1,0,0,0,0,0,40,4004,"0.0","4004.0","700.0",0,6,5,71,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-15 02:00:00,"4601/123/609/36",4601,123,609,"36",300533265,"Søndre Lyderhornslien 62","søndre lyderhornslien",62,NA,"H0404","5171","Boligblokker",940335,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig",71,6947458,5.48,c(-37236.18, 6732612.53)
"1184",2600000,8552.63157894737,7,2015,6,"B","Red",1,112.69,"Tre",4,"Fritt salg","Blokkleilighet",1,"2439.5",0,0,0,0,0,0,4,304,"0.0","304.0","184.0",0,1,1,75,3,1,1,1,0,1,"Underetasje","Kjøkken",3,"Privat innlagt",2,"Privat kloakk",2022,"2022Q2",2022-06-09 02:00:00,"4624/72/36/5",4624,72,36,"5",300407868,"Eidsvegen 67 A","eidsvegen",67,"B","H0101","5211","Småhus",619822,"Andre småhus m/3 boliger el fl","Bolig","Bolig",4,6039314,22.71,c(-23447.52, 6713301.49)
"1185",2150000,7072.36842105263,4,2015,6,"B","Red",1,112.69,"Tre",4,"Fritt salg","Blokkleilighet",1,"2439.5",0,0,0,0,0,0,4,304,"0.0","304.0","184.0",0,1,1,77,3,1,1,1,0,2,"Hovedetasje","Kjøkken",3,"Privat innlagt",2,"Privat kloakk",2019,"2019Q1",2019-03-26 01:00:00,"4624/72/36/7",4624,72,36,"7",300407868,"Eidsvegen 67 A","eidsvegen",67,"A","H0101","5211","Småhus",360302,"Andre småhus m/3 boliger el fl","Bolig","Bolig",3,6354811,22.71,c(-23447.52, 6713301.49)
"1186",10250000,1997.66127460534,13,2009,5,"C","Green",5,118.26,"Betong",1,"Fritt salg","Blokkleilighet",1,"2955.4",1,0,0,0,0,0,15,5131,"0.0","5131.0","1.0",0,1,2,168,4,2,3,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-12-16 01:00:00,"4601/163/485/2",4601,163,485,"2",25595661,"Ulriksdal 1","ulriksdal",1,NA,"H0106","5009","Boligblokker",1433775,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",4,4839813,2.65,c(-30269.32, 6732342.1)
"1187",10000000,1948.93782888326,12,2009,5,"C","Green",5,118.26,"Betong",1,"Fritt salg","Blokkleilighet",1,"2955.4",1,0,0,0,0,0,15,5131,"0.0","5131.0","1.0",0,2,1,160,4,2,2,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-04 02:00:00,"4601/163/485/14",4601,163,485,"14",25595661,"Ulriksdal 1","ulriksdal",1,NA,"H0106","5009","Boligblokker",1230729,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",4,4839811,2.65,c(-30269.32, 6732342.1)
"1188",9600000,1870.98031572793,12,2009,5,"C","Green",5,118.26,"Betong",1,"Fritt salg","Blokkleilighet",1,"2955.4",1,0,0,0,0,0,15,5131,"0.0","5131.0","1.0",0,1,9,173,5,3,3,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-02 02:00:00,"4601/163/485/9",4601,163,485,"9",25595661,"Ulriksdal 1","ulriksdal",1,NA,"H0106","5009","Boligblokker",1084829,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",4,4839806,2.65,c(-30269.32, 6732342.1)
"1189",3950000,769.830442408887,10,2009,5,"C","Green",5,118.26,"Betong",1,"Fritt salg","Blokkleilighet",1,"2955.4",1,0,0,0,0,0,15,5131,"0.0","5131.0","1.0",0,1,6,86,3,1,2,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-10 01:00:00,"4601/163/485/6",4601,163,485,"6",25595661,"Ulriksdal 1","ulriksdal",1,NA,"H0106","5009","Boligblokker",1480509,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",7,4839803,2.65,c(-30269.32, 6732342.1)
"1190",2550000,13010.2040816327,24,1995,3,"E","Orange",2,222.07,"Tre",4,"Fritt salg","Tomannsbolig",1,"1079.3",0,0,0,0,0,0,2,196,"0.0","196.0","0.0",0,1,1,98,4,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-03-05 01:00:00,"4631/134/341/1",4631,134,341,"1",19227014,"Kalvatræ 5","kalvatræ",5,NA,"H0101","5911","Småhus",267101,"Tomannsbolig, horisontaldelt","Bolig","Bolig",10,2197314,20.82,c(-34468.18, 6754998.57)
"1191",2880000,331.95020746888,33,1986,4,"D","Yellow",3,201.39,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,54,8676,"0.0","8676.0","0.0",0,2,1,108,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-03-01 01:00:00,"4601/49/295/99",4601,49,295,"99",9432655,"Vallalia 125","vallalia",125,NA,"H0201","5227","Småhus",255373,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",10,4799811,11.58,c(-30219.37, 6722883.04)
"1192",2980000,343.476256339327,33,1986,4,"D","Yellow",3,201.39,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,54,8676,"0.0","8676.0","0.0",0,5,1,108,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-15 01:00:00,"4601/49/295/75",4601,49,295,"75",9432655,"Vallalia 125","vallalia",165,NA,"H0201","5227","Småhus",61701,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",6,4799768,11.58,c(-30219.37, 6722883.04)
"1193",2750000,316.966343937298,33,1986,4,"D","Yellow",3,201.39,"Betong",1,"Fritt salg","Blokkleilighet",1,"23174.7",1,0,0,0,0,0,54,8676,"0.0","8676.0","0.0",0,5,1,108,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-02 02:00:00,"4601/49/295/72",4601,49,295,"72",9432655,"Vallalia 125","vallalia",159,NA,"H0201","5227","Småhus",1012998,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",8,4799765,11.58,c(-30219.37, 6722883.04)
"1194",3150000,363.070539419087,34,1986,4,"D","Yellow",3,201.39,"Betong",1,"Fritt salg","Blokkleilighet",1,"23174.7",1,0,0,0,0,0,54,8676,"0.0","8676.0","0.0",0,5,1,108,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-12-30 01:00:00,"4601/49/295/82",4601,49,295,"82",9432655,"Vallalia 125","vallalia",179,NA,"H0201","5227","Småhus",3545691,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",11,4799775,11.58,c(-30219.37, 6722883.04)
"1195",3030000,349.23928077455,36,1986,4,"D","Yellow",3,201.39,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,54,8676,"0.0","8676.0","0.0",0,2,1,108,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-01-28 01:00:00,"4601/49/295/109",4601,49,295,"109",9432655,"Vallalia 125","vallalia",105,NA,"H0201","5227","Småhus",111497,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",8,4799801,11.58,c(-30219.37, 6722883.04)
"1196",3185000,367.104656523744,35,1986,4,"D","Yellow",3,201.39,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,54,8676,"0.0","8676.0","0.0",0,2,1,108,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-11-02 01:00:00,"4601/49/295/96",4601,49,295,"96",9432655,"Vallalia 125","vallalia",131,NA,"H0201","5227","Småhus",1372659,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",8,4799814,11.58,c(-30219.37, 6722883.04)
"1197",3125000,360.189027201475,36,1986,4,"D","Yellow",3,201.39,"Betong",1,"Fritt salg","Blokkleilighet",1,"23174.7",1,0,0,0,0,0,54,8676,"0.0","8676.0","0.0",0,5,1,108,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-01-19 01:00:00,"4601/49/295/79",4601,49,295,"79",9432655,"Vallalia 125","vallalia",173,NA,"H0201","5227","Småhus",73763,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",12,4799772,11.58,c(-30219.37, 6722883.04)
"1198",2650000,305.440295066851,35,1986,4,"D","Yellow",3,201.39,"Betong",1,"Fritt salg","Blokkleilighet",1,"23174.7",1,0,0,0,0,0,54,8676,"0.0","8676.0","0.0",0,2,1,108,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-16 01:00:00,"4601/49/295/111",4601,49,295,"111",9432655,"Vallalia 125","vallalia",101,NA,"H0201","5227","Småhus",1585433,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",4,4799799,11.58,c(-30219.37, 6722883.04)
"1199",2925000,337.136929460581,35,1986,4,"D","Yellow",3,201.39,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,54,8676,"0.0","8676.0","0.0",0,5,1,108,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-06 02:00:00,"4601/49/295/68",4601,49,295,"68",9432655,"Vallalia 125","vallalia",151,NA,"H0201","5227","Småhus",388506,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",5,4799784,11.58,c(-30219.37, 6722883.04)
"1200",2950000,340.018441678193,33,1986,4,"D","Yellow",3,201.39,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,54,8676,"0.0","8676.0","0.0",0,2,1,108,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-04 02:00:00,"4601/49/295/91",4601,49,295,"91",9432655,"Vallalia 125","vallalia",141,NA,"H0201","5227","Småhus",778280,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",11,4799786,11.58,c(-30219.37, 6722883.04)
"1201",3100000,357.307514983864,34,1986,4,"D","Yellow",3,201.39,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,54,8676,"0.0","8676.0","0.0",0,5,1,108,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-05 01:00:00,"4601/49/295/87",4601,49,295,"87",9432655,"Vallalia 125","vallalia",189,NA,"H0201","5227","Småhus",2073920,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",14,4799780,11.58,c(-30219.37, 6722883.04)
"1202",2975000,342.899953895805,33,1986,4,"D","Yellow",3,201.39,"Betong",1,"Fritt salg","Uoppgitt",1,"23174.7",1,0,0,0,0,0,54,8676,"0.0","8676.0","0.0",0,5,1,108,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-05 01:00:00,"4601/49/295/81",4601,49,295,"81",9432655,"Vallalia 125","vallalia",177,NA,"H0201","5227","Småhus",1465465,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",9,4799774,11.58,c(-30219.37, 6722883.04)
"1203",2850000,328.492392807745,33,1986,4,"D","Yellow",3,201.39,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,54,8676,"0.0","8676.0","0.0",0,5,1,108,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-01 02:00:00,"4601/49/295/66",4601,49,295,"66",9432655,"Vallalia 125","vallalia",147,NA,"H0201","5227","Småhus",884723,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",8,4799788,11.58,c(-30219.37, 6722883.04)
