"","P","pm2","Alder","B.Ar","EL.Kar","EL.Kar.Original","O.Karak","O.Karak_num","BLEnergikWh","MatValg","MatValg_num","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","Etasje_num","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer.x","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","Andelsnummer","InternIdBruksenhet","dist_cbd_km","geom"
"1",2280000,3397.91356184799,12,2008,4,"D","Orange",2,186.3,"Tre",4,"Fritt salg","Blokkleilighet",1,"7950.3",1,0,0,0,0,0,8,671,"0.0","671.0","0.0",0,1,1,80,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-27 02:00:00,"4627/14/454/1",4627,14,454,"1",23003791,"Rostaliene 54 F","rostaliene",54,"C",NA,"5300","Småhus",2384585,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig",5,154471,8.77,c(-39036.06, 6739596.3)
"2",4600000,4600,26,1994,3,"E","Red",1,201.07,"Betong",1,"Fritt salg","Blokkleilighet",1,"286.6",0,0,0,0,1,0,12,1000,"0.0","1000.0","0.0",0,3,1,73,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-20 02:00:00,"4601/166/419/10",4601,166,419,"10",9529705,"Nedre Hamburgersmauet 3 A","nedre hamburgersmauet",5,"B","H0101","5018","Boligblokker",2901241,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig",10,4815068,0.47,c(-31697.51, 6734651.46)
"3",4060000,4060,27,1994,3,"E","Red",1,201.07,"Betong",1,"Fritt salg","Blokkleilighet",1,"286.6",0,0,0,0,1,0,12,1000,"0.0","1000.0","0.0",0,3,1,70,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-24 02:00:00,"4601/166/419/8",4601,166,419,"8",9529705,"Nedre Hamburgersmauet 3 A","nedre hamburgersmauet",9,"B","H0101","5018","Boligblokker",767925,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig",8,4815066,0.47,c(-31697.51, 6734651.46)
"4",4090000,4090,27,1994,3,"E","Red",1,201.07,"Betong",1,"Fritt salg","Blokkleilighet",1,"286.6",0,0,0,0,1,0,12,1000,"0.0","1000.0","0.0",0,1,1,75,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-02 02:00:00,"4601/166/419/3",4601,166,419,"3",9529705,"Nedre Hamburgersmauet 3 A","nedre hamburgersmauet",5,"C","H0101","5018","Boligblokker",814487,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig",5,4815069,0.47,c(-31697.51, 6734651.46)
"5",5050000,5050,27,1994,3,"E","Red",1,201.07,"Betong",1,"Fritt salg","Blokkleilighet",1,"286.6",0,0,0,0,1,0,12,1000,"0.0","1000.0","0.0",0,3,1,80,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-26 02:00:00,"4601/166/419/9",4601,166,419,"9",9529705,"Nedre Hamburgersmauet 3 A","nedre hamburgersmauet",7,"A","H0101","5018","Boligblokker",1048989,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig",11,4815070,0.47,c(-31697.51, 6734651.46)
"6",5200000,5200,28,1994,3,"E","Red",1,201.07,"Betong",1,"Fritt salg","Blokkleilighet",1,"286.6",0,0,0,0,1,0,12,1000,"0.0","1000.0","0.0",0,1,1,88,4,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-10-10 02:00:00,"4601/166/419/5",4601,166,419,"5",9529705,"Nedre Hamburgersmauet 3 A","nedre hamburgersmauet",3,"A","H0101","5018","Boligblokker",1140464,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig",5,4815065,0.47,c(-31697.51, 6734651.46)
"7",4690000,4690,25,1994,3,"E","Red",1,201.07,"Betong",1,"Fritt salg","Blokkleilighet",1,"286.6",0,0,0,0,1,0,12,1000,"0.0","1000.0","0.0",0,1,1,70,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-15 02:00:00,"4601/166/419/2",4601,166,419,"2",9529705,"Nedre Hamburgersmauet 3 A","nedre hamburgersmauet",9,"A","H0101","5018","Boligblokker",820995,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig",11,4815073,0.47,c(-31697.51, 6734651.46)
"8",4670000,4670,26,1994,3,"E","Red",1,201.07,"Betong",1,"Fritt salg","Blokkleilighet",1,"286.6",0,0,0,0,1,0,12,1000,"0.0","1000.0","0.0",0,1,1,90,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-11-23 01:00:00,"4601/166/419/4",4601,166,419,"4",9529705,"Nedre Hamburgersmauet 3 A","nedre hamburgersmauet",3,"B","H0101","5018","Boligblokker",3377367,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig",8,4815076,0.47,c(-31697.51, 6734651.46)
"9",3320000,22739.7260273973,11,2011,5,"C","Red",1,144.77,"Tre",4,"Fritt salg","Blokkleilighet",1,"1815.1",1,0,0,0,0,0,2,146,"0.0","146.0","1.0",0,2,1,73,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-09 02:00:00,"4601/287/886/4",4601,287,886,"4",300057097,"STØLSVEGEN 133","stølsvegen",135,NA,"H0101","5262","Småhus",872026,"Rekkehus","Bolig","Bolig",4,5727960,8.6,c(-23440.25, 6734808.13)
"10",2300000,3656.59777424483,68,1952,2,"F","Orange",2,328.58,"Mur/tegl",2,"Fritt salg","Uoppgitt",1,"899.8",0,0,0,0,0,0,6,629,"0.0","629.0","0.0",0,1,1,68,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-05 01:00:00,"4601/17/188/1",4601,17,188,"1",139414829,"GRØNNESTØLSVEIEN 38","grønnestølsveien",38,NA,NA,"5073","Boligblokker",2074124,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",13,4883426,4.53,c(-32148.89, 6729793.04)
"11",2400000,3815.58028616852,70,1952,2,"F","Orange",2,328.58,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"899.8",0,0,0,0,0,0,6,629,"0.0","629.0","0.0",0,1,3,68,2,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-09-02 02:00:00,"4601/17/188/3",4601,17,188,"3",139414829,"GRØNNESTØLSVEIEN 38","grønnestølsveien",38,NA,NA,"5073","Boligblokker",971334,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",6,4883425,4.53,c(-32148.89, 6729793.04)
"12",2420000,3847.37678855326,70,1952,2,"F","Orange",2,328.58,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"899.8",0,0,0,0,0,0,6,629,"0.0","629.0","0.0",0,2,3,68,2,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-01-03 01:00:00,"4601/17/188/6",4601,17,188,"6",139414829,"GRØNNESTØLSVEIEN 38","grønnestølsveien",38,NA,NA,"5073","Boligblokker",3193,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",16,4883422,4.53,c(-32148.89, 6729793.04)
"13",3020000,14519.2307692308,90,1931,2,"F","Orange",2,412.72,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"130.8",0,0,0,0,0,0,4,208,"0.0","208.0","0.0",0,1,1,50,2,1,1,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-18 02:00:00,"4601/162/498/1",4601,162,498,"1",139259653,"CAMILLA COLLETTS GATE 5 F","camilla colletts gate",5,"F","H0101","5052","Småhus",741310,"Store sammenbygde boligbygg på 2 etg.","Bolig","Bolig",4,4853657,2.58,c(-31102.14, 6731915.16)
"14",3170000,5732.36889692586,83,1938,3,"E","Orange",2,222.28,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"426.1",0,0,0,0,0,0,6,553,"0.0","553.0","0.0",0,1,1,54,2,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-10 02:00:00,"4601/160/445/2",4601,160,445,"2",139234456,"Inndalsveien 122","inndalsveien",122,NA,NA,"5063","Boligblokker",549465,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig",6,4848417,3.77,c(-30974.97, 6730707.44)
"15",2900000,5244.12296564195,83,1938,3,"E","Orange",2,222.28,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"426.1",0,0,0,0,0,0,6,553,"0.0","553.0","0.0",0,1,2,54,2,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-25 02:00:00,"4601/160/445/1",4601,160,445,"1",139234456,"Inndalsveien 122","inndalsveien",122,NA,NA,"5063","Boligblokker",1334516,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig",8,4848422,3.77,c(-30974.97, 6730707.44)
"16",4150000,9975.96153846154,82,1937,3,"E","Orange",2,232.21,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"442.9",0,0,0,0,0,0,4,416,"0.0","416.0","0.0",0,1,2,88,4,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-18 02:00:00,"4601/163/48/2",4601,163,48,"2",139269152,"Fløenbakken 8 A","fløenbakken",8,"A","H0101","5009","Boligblokker",1090899,"Store sammenbygde boligbygg på 2 etg.","Bolig","Bolig",5,4855196,2.08,c(-30545.04, 6732871.8)
"17",2225000,5348.55769230769,84,1937,3,"E","Orange",2,232.21,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"442.9",0,0,0,0,0,0,4,416,"0.0","416.0","0.0",0,1,1,88,4,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-14 02:00:00,"4601/163/48/1",4601,163,48,"1",139269152,"Fløenbakken 8 A","fløenbakken",8,"A","H0101","5009","Boligblokker",429675,"Store sammenbygde boligbygg på 2 etg.","Bolig","Bolig",9,4855195,2.08,c(-30545.04, 6732871.8)
"18",2900000,19863.0136986301,11,2010,5,"C","Red",1,144.94,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"1815.1",1,0,0,0,0,0,2,146,"0.0","146.0","1.0",0,1,1,73,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-30 02:00:00,"4601/287/886/2",4601,287,886,"2",300057095,"Stølsvegen 137","stølsvegen",137,NA,"H0101","5262","Småhus",506781,"Rekkehus","Bolig","Bolig",7,5727963,8.6,c(-23440.25, 6734808.13)
"19",2050000,3504.2735042735,91,1930,2,"F","Orange",2,329.61,"Tre",4,"Fritt salg","Blokkleilighet",1,"1691.9",0,0,0,0,0,0,5,585,"0.0","585.0","187.0",0,1,1,91,3,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-11-30 01:00:00,"4601/302/580/4",4601,302,580,"4",139372360,"FABRIKKVEGEN 27","fabrikkvegen",29,NA,"H0101","5265","Småhus",1507929,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",11,6816942,9.56,c(-25168.29, 6740981.51)
"20",2900000,10320.2846975089,130,1890,3,"E","Red",1,221.28,"Tre",4,"Fritt salg","Blokkleilighet",1,"121.1",0,0,0,0,1,0,6,281,"0.0","281.0","0.0",1,2,2,40,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-02 02:00:00,"4601/167/1381/4",4601,167,1381,"4",139321782,"FORSTANDERSMAUET 2 A","forstandersmauet",2,"A",NA,"5003","Boligblokker",2526036,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig",11,4871727,0.61,c(-31729.63, 6734860.4)
"21",3060000,10889.6797153025,132,1890,3,"E","Red",1,221.28,"Tre",4,"Fritt salg","Blokkleilighet",1,"121.1",0,0,0,0,1,0,6,281,"0.0","281.0","0.0",1,1,1,42,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-30 02:00:00,"4601/167/1381/2",4601,167,1381,"2",139321782,"FORSTANDERSMAUET 2 A","forstandersmauet",2,"A",NA,"5003","Boligblokker",717150,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig",8,4871730,0.61,c(-31729.63, 6734860.4)
"22",2900000,1309.84643179765,14,2006,4,"D","Red",1,143.94,"Betong",1,"Fritt salg","Blokkleilighet",1,"1527.6",0,0,0,0,0,0,18,2214,"0.0","2214.0","0.0",0,2,6,79,3,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-21 02:00:00,"4601/87/162/7",4601,87,162,"7",23597845,"Apeltunhaugene 105","apeltunhaugene",105,NA,"H0201","5238","Boligblokker",3210102,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",5,4832780,11.31,c(-32741.07, 6723037.48)
"23",3440000,1553.74887082204,15,2006,4,"D","Red",1,143.94,"Betong",1,"Fritt salg","Blokkleilighet",1,"1527.6",0,0,0,0,0,0,18,2214,"0.0","2214.0","0.0",0,3,2,79,3,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-23 02:00:00,"4601/87/162/11",4601,87,162,"11",23597845,"Apeltunhaugene 105","apeltunhaugene",105,NA,"H0201","5238","Boligblokker",909429,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",3,4832782,11.31,c(-32741.07, 6723037.48)
"24",3725000,1682.47515808491,16,2006,4,"D","Red",1,143.94,"Betong",1,"Fritt salg","Blokkleilighet",1,"1527.6",0,0,0,0,0,0,18,2214,"0.0","2214.0","0.0",0,2,1,79,3,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-02 02:00:00,"4601/87/162/6",4601,87,162,"6",23597845,"Apeltunhaugene 105","apeltunhaugene",105,NA,"H0201","5238","Boligblokker",468649,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",15,4832775,11.31,c(-32741.07, 6723037.48)
"25",2900000,1309.84643179765,14,2006,4,"D","Red",1,143.94,"Betong",1,"Fritt salg","Blokkleilighet",1,"1527.6",0,0,0,0,0,0,18,2214,"0.0","2214.0","0.0",0,1,1,79,3,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-12 02:00:00,"4601/87/162/3",4601,87,162,"3",23597845,"Apeltunhaugene 105","apeltunhaugene",105,NA,"H0201","5238","Boligblokker",2865437,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",9,4832791,11.31,c(-32741.07, 6723037.48)
"26",3950000,1784.10117434508,14,2006,4,"D","Red",1,143.94,"Betong",1,"Fritt salg","Blokkleilighet",1,"1527.6",0,0,0,0,0,0,18,2214,"0.0","2214.0","0.0",0,2,3,96,4,1,2,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-09-17 02:00:00,"4601/87/162/4",4601,87,162,"4",23597845,"Apeltunhaugene 105","apeltunhaugene",105,NA,"H0201","5238","Boligblokker",3041853,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",10,4832777,11.31,c(-32741.07, 6723037.48)
"27",3200000,1445.3477868112,16,2006,4,"D","Red",1,143.94,"Betong",1,"Fritt salg","Blokkleilighet",1,"1527.6",0,0,0,0,0,0,18,2214,"0.0","2214.0","0.0",0,2,5,79,3,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-28 02:00:00,"4601/87/162/8",4601,87,162,"8",23597845,"Apeltunhaugene 105","apeltunhaugene",105,NA,"H0201","5238","Boligblokker",829073,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",4,4832792,11.31,c(-32741.07, 6723037.48)
"28",3050000,1377.59710930443,16,2006,4,"D","Red",1,143.94,"Betong",1,"Fritt salg","Blokkleilighet",1,"1527.6",0,0,0,0,0,0,18,2214,"0.0","2214.0","0.0",0,3,1,79,3,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-04 01:00:00,"4601/87/162/12",4601,87,162,"12",23597845,"Apeltunhaugene 105","apeltunhaugene",105,NA,"H0201","5238","Boligblokker",253095,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",7,4832781,11.31,c(-32741.07, 6723037.48)
"29",3040000,1373.08039747064,14,2006,4,"D","Red",1,143.94,"Betong",1,"Fritt salg","Blokkleilighet",1,"1527.6",0,0,0,0,0,0,18,2214,"0.0","2214.0","0.0",0,3,6,79,3,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-26 02:00:00,"4601/87/162/13",4601,87,162,"13",23597845,"Apeltunhaugene 105","apeltunhaugene",105,NA,"H0201","5238","Boligblokker",2657692,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",7,4832786,11.31,c(-32741.07, 6723037.48)
"30",2250000,11194.0298507463,82,1939,1,"G","Red",1,415.25,"Mur/tegl",2,"Fritt salg","Annet",1,"110.9",0,0,0,0,0,0,4,201,"0.0","201.0","0.0",0,1,1,34,2,1,1,1,0,1,"Underetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2021,"2021Q4",2021-11-02 01:00:00,"4601/159/116/1",4601,159,116,"1",23609231,"Krohnhaugen 5","krohnhaugen",5,NA,"H0201","5059","Boligblokker",1372622,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig",5,4833482,2.71,c(-31155.17, 6731757.7)
"31",4825000,34963.768115942,21,2000,4,"D","Orange",2,184.26,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"5142.8",1,0,0,0,0,0,1,138,"0.0","138.0","0.0",0,1,1,138,4,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-13 02:00:00,"4601/35/549/17",4601,35,549,"17",20737344,"DOLVIKHAUGENE 102","dolvikhaugene",102,NA,"H0101","5252","Småhus",1128056,"Rekkehus","Bolig","Bolig",12,4824041,9.55,c(-36168.16, 6725720)
"32",3890000,28602.9411764706,20,2001,5,"C","Red",1,161.13,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"52296.7",1,0,1,0,0,0,1,136,"0.0","136.0","0.0",0,1,1,136,4,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-10 01:00:00,"4627/14/375/88",4627,14,375,"88",19719073,"Nipefjellet 42","nipefjellet",42,NA,"H0101","5308","Småhus",1559183,"Rekkehus","Bolig","Bolig",9,136272,8.71,c(-39183.26, 6739294.61)
"33",3475000,5297.25609756098,119,1900,1,"G","Red",1,379.63,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"204.9",0,0,0,0,0,0,8,656,"0.0","656.0","0.0",1,1,2,76,3,1,1,1,0,3,"Loft","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-02-07 01:00:00,"4601/164/399/8",4601,164,399,"8",139277147,"STORMS GATE 3","storms gate",3,NA,NA,"5006","Boligblokker",163895,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig",10,4857957,0.82,c(-32183.16, 6733522.3)
"34",2950000,4496.9512195122,121,1900,1,"G","Red",1,379.63,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"204.9",0,0,0,0,0,0,8,656,"0.0","656.0","0.0",1,1,1,39,2,1,1,1,0,3,"Loft","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-21 02:00:00,"4601/164/399/7",4601,164,399,"7",139277147,"STORMS GATE 3","storms gate",3,NA,NA,"5006","Boligblokker",899029,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig",9,4857956,0.82,c(-32183.16, 6733522.3)
"35",4800000,7317.07317073171,120,1900,1,"G","Red",1,379.63,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"204.9",0,0,0,0,0,0,8,656,"0.0","656.0","0.0",1,2,1,69,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-17 02:00:00,"4601/164/399/3",4601,164,399,"3",139277147,"STORMS GATE 3","storms gate",3,NA,NA,"5006","Boligblokker",2881084,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig",12,4857953,0.82,c(-32183.16, 6733522.3)
"36",4100000,6250,120,1900,1,"G","Red",1,379.63,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"204.9",0,0,0,0,0,0,8,656,"0.0","656.0","0.0",1,3,1,64,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-11 02:00:00,"4601/164/399/5",4601,164,399,"5",139277147,"STORMS GATE 3","storms gate",3,NA,NA,"5006","Boligblokker",2581153,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig",17,4857950,0.82,c(-32183.16, 6733522.3)
"37",2350000,7912.45791245791,14,2005,4,"D","Red",1,213.48,"Tre",4,"Fritt salg","Blokkleilighet",1,"729.9",0,0,0,0,0,0,3,297,"0.0","297.0","1.0",0,1,1,75,3,1,1,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-29 02:00:00,"4624/44/502/3",4624,44,502,"3",21711292,"Halhjemsmarka 196 B","halhjemsmarka",196,"B",NA,"5200","Småhus",869620,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig",8,2356612,28.63,c(-29877.25, 6705771.68)
"38",2150000,7239.05723905724,14,2005,4,"D","Red",1,213.48,"Tre",4,"Fritt salg","Blokkleilighet",1,"729.9",0,0,0,0,0,0,3,297,"0.0","297.0","1.0",0,1,1,75,3,1,1,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-10-02 02:00:00,"4624/44/502/2",4624,44,502,"2",21711292,"Halhjemsmarka 196 B","halhjemsmarka",196,"A",NA,"5200","Småhus",1153502,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig",4,2356610,28.63,c(-29877.25, 6705771.68)
"39",3220000,13142.8571428571,31,1991,4,"D","Orange",2,225.44,"Tre",4,"Fritt salg","Blokkleilighet",1,"343.0",0,0,0,0,0,0,2,245,"0.0","245.0","0.0",0,1,1,86,3,1,1,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-04-13 02:00:00,"4601/43/771/2",4601,43,771,"2",9504370,"MIDTUNHAUGEN 149","midtunhaugen",131,NA,"H0101","5224","Småhus",408038,"Rekkehus","Bolig","Bolig",10,4810771,8.37,c(-31175.65, 6725999.96)
"40",2280000,9702.12765957447,71,1950,2,"F","Red",1,278.86,"Betong",1,"Fritt salg","Blokkleilighet",1,"1229.3",0,0,0,0,0,0,3,235,"0.0","235.0","130.0",0,2,1,83,3,1,1,1,0,2,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2021,"2021Q4",2021-10-20 02:00:00,"4627/15/116/3",4627,15,116,"3",13622086,"Rispeleitet 11 A","rispeleitet",11,"B","H0101","5310","Boligblokker",1312522,"Andre småhus m/3 boliger el fl","Bolig","Bolig",5,115117,11.59,c(-40168.99, 6742577.11)
"41",2200000,10945.2736318408,73,1948,1,"G","Red",1,540.2,"Betong",1,"Fritt salg","Blokkleilighet",1,"365.0",0,0,0,0,0,0,3,201,"0.0","201.0","0.0",0,1,1,58,2,1,1,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-02-17 01:00:00,"4601/150/197/1",4601,150,197,"1",139622464,"KEISERSTIEN 7","keiserstien",7,NA,"H0101","5163","Småhus",200236,"Tomannsbolig, vertikaldelt","Bolig","Bolig",8,4900405,2.5,c(-34523.96, 6734518.58)
"42",2635000,5077.07129094412,129,1890,1,"G","Red",1,380.92,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"207.8",0,0,0,0,0,0,10,519,"0.0","519.0","0.0",0,1,2,41,2,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-16 01:00:00,"4601/164/660/2",4601,164,660,"2",139279239,"Fosswinckels gate 39","fosswinckels gate",39,NA,NA,"5008","Boligblokker",69163,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig",10,4858925,0.69,c(-31890.95, 6733652.4)
"43",3490000,6724.47013487476,131,1890,1,"G","Red",1,380.92,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"207.8",0,0,0,0,0,0,10,519,"0.0","519.0","0.0",0,2,1,44,2,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-29 02:00:00,"4601/164/660/4",4601,164,660,"4",139279239,"Fosswinckels gate 39","fosswinckels gate",39,NA,NA,"5008","Boligblokker",1356103,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig",5,4858923,0.69,c(-31890.95, 6733652.4)
