"","P","Alder","B.Ar","EL.Kar","O.Karak","BLEnergikWh","MatValg","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","RegBoDrivePlikt","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest"
"3007",2700000,81,1940,1,"Orange",306.37,"Tre","Fritt salg","Blokkleilighet",1,"1014.3",0,0,0,0,0,0,0,3,"243.0","0.0","243.0","80.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-29,"4601/149/348/2","4601","149","348","2",139616634,"Bjørkelien 69","bjørkelien",69,NA,"H0101","5164","Boligblokker",503714,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6734258.77","-34604.25"
"3008",3150000,83,1936,7,"Yellow",93.31,"Tre","Fritt salg","Frittliggende enebolig",1,"598.6",1,0,0,0,0,0,0,2,"203.0","0.0","203.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Underetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",0,"Ikke Oppgitt",2019,"2019Q3",2019-07-05,"4601/216/65/NA","4601","216","65","NA",139698010,"Eidsvågveien 11","eidsvågveien",11,NA,"H0101","5101","Småhus",785704,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6740365.26","-33498.66"
"3010",3150000,83,1936,7,"Yellow",93.31,"Tre","Fritt salg","Frittliggende enebolig",1,"598.6",1,0,0,0,0,0,0,2,"203.0","0.0","203.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",0,"Ikke Oppgitt",2019,"2019Q3",2019-07-05,"4601/216/65/NA","4601","216","65","NA",139698010,"Eidsvågveien 11","eidsvågveien",11,NA,"H0101","5101","Småhus",785704,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6740365.26","-33498.66"
"3012",5370000,19,2002,5,"Yellow",137.56,"Tre","Fritt salg","Rekkehus/kjede",1,"270.8",0,0,0,0,0,0,0,1,"148.0","0.0","148.0","0.0",0,1,1,"148.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-10,"4601/50/306/NA","4601","50","306","NA",20768371,"Kirkebirkeland 79 E","kirkebirkeland",79,"E","H0101","5227","Småhus",550828,"Rekkehus","Bolig","Bolig","6724114.01","-30545.37"
"3014",2e+06,14,2008,4,"Red",129.28,"Betong","Annet","Blokkleilighet",1,"3010.7",1,0,0,0,0,0,0,20,"1712.0","0.0","1712.0","0.0",0,2,4,"54.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-30,"4601/186/1312/10","4601","186","1312","10",25171853,"Tertnesflaten 16E","tertnesflaten",16,"G","H0101","5114","Boligblokker",349797,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6741625.66","-32892.53"
"3015",3600000,13,2008,4,"Red",129.28,"Betong","Fritt salg","Blokkleilighet",1,"3010.7",1,0,0,0,0,0,0,20,"1712.0","0.0","1712.0","0.0",0,1,1,"82.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-22,"4601/186/1312/5","4601","186","1312","5",25171853,"Tertnesflaten 16E","tertnesflaten",16,"E","H0101","5114","Boligblokker",341308,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6741625.66","-32892.53"
"3016",3425000,12,2008,4,"Red",129.28,"Betong","Fritt salg","Blokkleilighet",1,"3010.7",1,0,0,0,0,0,0,20,"1712.0","0.0","1712.0","0.0",0,2,8,"82.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-04,"4601/186/1312/14","4601","186","1312","14",25171853,"Tertnesflaten 16E","tertnesflaten",16,"G","H0101","5114","Boligblokker",2822570,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6741625.66","-32892.53"
"3017",3900000,13,2008,4,"Red",129.28,"Betong","Fritt salg","Blokkleilighet",1,"3010.7",1,0,0,0,0,0,0,20,"1712.0","0.0","1712.0","0.0",0,2,6,"82.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-16,"4601/186/1312/12","4601","186","1312","12",25171853,"Tertnesflaten 16E","tertnesflaten",16,"G","H0101","5114","Boligblokker",1580587,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6741625.66","-32892.53"
"3019",3750000,12,2008,4,"Red",129.28,"Betong","Fritt salg","Blokkleilighet",1,"3010.7",1,0,0,0,0,0,0,20,"1712.0","0.0","1712.0","0.0",0,3,4,"82.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-18,"4601/186/1312/18","4601","186","1312","18",25171853,"Tertnesflaten 16E","tertnesflaten",16,"G","H0101","5114","Boligblokker",2888182,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6741625.66","-32892.53"
"3020",4490000,36,1985,2,"Orange",280.81,"Tre","Fritt salg","Frittliggende enebolig",1,"718.9",0,0,0,0,0,0,0,1,"259.0","0.0","259.0","0.0",0,1,1,"242.0",5,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",0,"Ikke Oppgitt",2021,"2021Q2",2021-06-24,"4631/323/361/NA","4631","323","361","NA",9850635,"Juviknipa 68","juviknipa",68,NA,"H0101","5918","Småhus",769515,"Enebolig","Bolig","Bolig","6747904.49","-35483.81"
"3022",1710000,51,1969,1,"Red",404.5,"Tre","Fritt salg","Frittliggende enebolig",1,"1080.0",0,0,0,0,0,0,0,1,"164.0","0.0","164.0","0.0",0,1,1,"164.0",5,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q3",2020-07-30,"4631/211/14/NA","4631","211","14","NA",176283300,"Li 31","li",31,NA,"H0101","5913","Småhus",2808067,"Enebolig","Bolig","Bolig","6758723.14","-25320.06"
"3024",4150000,57,1964,2,"Yellow",270.66,"Tre","Fritt salg","Rekkehus/kjede",1,"189.1",0,0,0,0,0,0,0,1,"128.0","0.0","128.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-25,"4601/22/744/NA","4601","22","744","NA",139732987,"Brakeveien 34 B","brakeveien",34,"B","H0101","5141","Småhus",606685,"Rekkehus","Bolig","Bolig","6728423.71","-36110.7"
"3026",2050000,17,2002,5,"Orange",158.08,"Tre","Fritt salg","Annet",1,"9388.5",1,0,0,0,0,1,0,4,"358.0","0.0","358.0","150.0",0,1,1,"65.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-03-21,"4626/35/533/2","4626","35","533","2",18641259,"Gjertrudvegen 23B","gjertrudvegen",25,"A","H0101","5353","Småhus",339883,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6732234.79","-43835.79"
"3027",3600000,66,1954,1,"Red",449.2,"Betong","Fritt salg","Blokkleilighet",1,"561.2",0,0,0,0,1,0,0,15,"892.0","0.0","892.0","144.0",0,3,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-09-07,"4601/165/481/7","4601","165","481","7",139288785,"Nordnesveien 15","nordnesveien",15,NA,"H0502","5005","Boligblokker",2980002,"Studenthjem/studentboliger","Bolig","Bolig","6734939.45","-32647.19"
"3028",4e+06,67,1954,1,"Red",449.2,"Betong","Fritt salg","Blokkleilighet",1,"561.2",0,0,0,0,1,0,0,15,"892.0","0.0","892.0","144.0",0,2,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-11-23,"4601/165/481/4","4601","165","481","4",139288785,"Nordnesveien 15","nordnesveien",15,NA,"H0502","5005","Boligblokker",1476987,"Studenthjem/studentboliger","Bolig","Bolig","6734939.45","-32647.19"
"3029",2600000,68,1954,1,"Red",449.2,"Betong","Fritt salg","Blokkleilighet",1,"561.2",0,0,0,0,1,0,0,15,"892.0","0.0","892.0","144.0",0,5,2,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-07,"4601/165/481/14","4601","165","481","14",139288785,"Nordnesveien 15","nordnesveien",15,NA,"H0502","5005","Boligblokker",752205,"Studenthjem/studentboliger","Bolig","Bolig","6734939.45","-32647.19"
"3030",2300000,6,2013,6,"Red",102.72,"Tre","Fritt salg","Blokkleilighet",1,"8674.2",1,0,0,0,0,0,0,8,"524.0","0.0","524.0","346.0",0,2,1,"52.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-03-13,"4624/61/200/7","4624","61","200","7",300306119,"Storestraumen 149","storestraumen",151,NA,"H0101","5212","Boligblokker",303880,"Rekkehus","Bolig","Bolig","6714968.98","-27534.61"
"3031",2675000,7,2013,6,"Red",102.72,"Tre","Fritt salg","Blokkleilighet",1,"8674.2",1,0,0,0,0,0,0,8,"524.0","0.0","524.0","346.0",0,1,1,"78.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-12-02,"4624/61/200/3","4624","61","200","3",300306119,"Storestraumen 149","storestraumen",153,NA,"H0101","5212","Boligblokker",3423253,"Rekkehus","Bolig","Bolig","6714968.98","-27534.61"
"3033",2500000,7,2013,6,"Red",102.72,"Tre","Fritt salg","Blokkleilighet",1,"8674.2",1,0,0,0,0,0,0,8,"524.0","0.0","524.0","346.0",0,1,1,"66.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-11-02,"4624/61/200/2","4624","61","200","2",300306119,"Storestraumen 149","storestraumen",155,NA,"H0101","5212","Boligblokker",3267051,"Rekkehus","Bolig","Bolig","6714968.98","-27534.61"
"3034",2525000,8,2013,6,"Red",102.72,"Tre","Fritt salg","Blokkleilighet",1,"8674.2",1,0,0,0,0,0,0,8,"524.0","0.0","524.0","346.0",0,1,1,"52.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-13,"4624/61/200/4","4624","61","200","4",300306119,"Storestraumen 149","storestraumen",149,NA,"H0101","5212","Boligblokker",425240,"Rekkehus","Bolig","Bolig","6714968.98","-27534.61"
"3036",2700000,7,2013,6,"Red",102.72,"Tre","Fritt salg","Blokkleilighet",1,"8674.2",1,0,0,0,0,0,0,8,"524.0","0.0","524.0","346.0",0,2,1,"66.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-07,"4624/61/200/8","4624","61","200","8",300306119,"Storestraumen 149","storestraumen",147,NA,"H0101","5212","Boligblokker",3140593,"Rekkehus","Bolig","Bolig","6714968.98","-27534.61"
"3037",2450000,7,2013,6,"Red",102.72,"Tre","Fritt salg","Blokkleilighet",1,"8674.2",1,0,0,0,0,0,0,8,"524.0","0.0","524.0","346.0",0,2,1,"66.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-03,"4624/61/200/6","4624","61","200","6",300306119,"Storestraumen 149","storestraumen",157,NA,"H0101","5212","Boligblokker",2691073,"Rekkehus","Bolig","Bolig","6714968.98","-27534.61"
"3038",4100000,4,2016,5,"Green",124.68,"Betong","Fritt salg","Blokkleilighet",1,"2932.4",0,0,0,0,0,0,0,13,"1411.0","0.0","1411.0","380.0",0,2,2,"75.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-12-10,"4624/63/539/9","4624","63","539","9",300425921,"Solstrandvegen 4","solstrandvegen",2,NA,"U0101","5200","Boligblokker",3469774,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6710413.16","-26769.25"
"3040",7e+06,3,2016,5,"Green",124.68,"Betong","Fritt salg","Blokkleilighet",1,"2932.4",0,0,0,0,0,0,0,13,"1411.0","0.0","1411.0","380.0",0,3,3,"105.0",4,1,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-04,"4624/63/539/11","4624","63","539","11",300425921,"Solstrandvegen 4","solstrandvegen",2,NA,"U0101","5200","Boligblokker",775638,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6710413.16","-26769.25"
"3042",4600000,3,2016,5,"Green",124.68,"Betong","Fritt salg","Blokkleilighet",1,"2932.4",0,0,0,0,0,0,0,13,"1411.0","0.0","1411.0","380.0",0,1,4,"82.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-11-13,"4624/63/539/3","4624","63","539","3",300425921,"Solstrandvegen 4","solstrandvegen",2,NA,"U0101","5200","Boligblokker",1359586,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6710413.16","-26769.25"
"3044",2600000,5,2016,5,"Green",124.68,"Betong","Fritt salg","Blokkleilighet",1,"2932.4",0,0,0,0,0,0,0,13,"1411.0","0.0","1411.0","380.0",0,1,1,"56.0",2,1,1,1,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-20,"4624/63/539/2","4624","63","539","2",300425921,"Solstrandvegen 4","solstrandvegen",4,NA,"U0101","5200","Boligblokker",457007,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6710413.16","-26769.25"
