"","P","Alder","B.Ar","EL.Kar","EL.Kar.Original","O.Karak","O.Karak_num","BLEnergikWh","MatValg","MatValg_num","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest","Andelsnummer","InternIdBruksenhet"
"1977",3800000,45,1976,2,"F","Red",1,219.77,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"175.1",0,0,0,0,1,0,10,"625.0","0.0","625.0","0.0",0,2,1,"64.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-09,"4601/167/663/5",4601,167,663,"5",139315359,"Hans Hauges gate 1 B","hans hauges gate",1,"B","H0401","5033","Boligblokker",848793,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6735231.55","-31793.18",6,4869798
"1983",5825000,7,2014,5,"C","Green",5,109.33,"Betong",1,"Fritt salg","Blokkleilighet",1,"1167.9",0,0,0,0,0,0,24,"3224.0","0.0","3224.0","710.0",0,4,2,"84.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-26,"4601/168/2112/15",4601,168,2112,"15",300266173,"Nyhavn 10 B","nyhavn",10,"B","H0502","5042","Boligblokker",1047375,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737152.67","-32594.93",5,6108296
"1984",4200000,7,2014,5,"C","Green",5,109.33,"Betong",1,"Fritt salg","Blokkleilighet",1,"1167.9",0,0,0,0,0,0,24,"3224.0","0.0","3224.0","710.0",0,1,1,"73.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-16,"4601/168/2112/3",4601,168,2112,"3",300266173,"Nyhavn 10 B","nyhavn",10,"B","H0502","5042","Boligblokker",881835,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737152.67","-32594.93",3,6108283
"1991",8950000,7,2014,5,"C","Green",5,109.33,"Betong",1,"Fritt salg","Blokkleilighet",1,"1167.9",0,0,0,0,0,0,24,"3224.0","0.0","3224.0","710.0",0,3,1,"127.0",4,2,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-07,"4601/168/2112/12",4601,168,2112,"12",300266173,"Nyhavn 10 B","nyhavn",10,"B","H0502","5042","Boligblokker",1101698,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737152.67","-32594.93",3,6108289
"1993",2750000,7,2014,5,"C","Green",5,109.33,"Betong",1,"Fritt salg","Blokkleilighet",1,"1167.9",0,0,0,0,0,0,24,"3224.0","0.0","3224.0","710.0",0,3,2,"39.0",1,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-05,"4601/168/2112/10",4601,168,2112,"10",300266173,"Nyhavn 10 B","nyhavn",10,"B","H0502","5042","Boligblokker",825949,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737152.67","-32594.93",3,6108290
"2003",3880000,2,2019,4,"D","Green",5,181.06,"Betong",1,"Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,2,2,"71.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-14,"4601/116/273/8",4601,116,273,"8",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",1282891,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27",5,6839131
"2027",2700000,4,2017,5,"C","Red",1,119.19,"Betong",1,"Fritt salg","Blokkleilighet",1,"9005.6",1,0,0,0,0,0,11,"1117.0","0.0","1117.0","500.0",0,1,2,"40.0",2,1,1,1,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-30,"4601/146/319/22",4601,146,319,"22",300410491,"Gravdalslien 45","gravdalslien",43,NA,"H0102","5165","Boligblokker",1057912,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6734235.3","-35719.99",3,6360102
"2029",4375000,4,2017,5,"C","Red",1,119.19,"Betong",1,"Fritt salg","Blokkleilighet",1,"9005.6",1,0,0,0,0,0,11,"1117.0","0.0","1117.0","500.0",0,2,2,"84.0",3,2,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-29,"4601/146/319/28",4601,146,319,"28",300410491,"Gravdalslien 45","gravdalslien",45,NA,"H0102","5165","Boligblokker",791365,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6734235.3","-35719.99",3,6573640
"2040",2800000,4,2017,5,"C","Green",5,126,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"2211.8",0,0,0,0,0,0,13,"891.0","0.0","891.0","304.0",0,1,2,"54.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-19,"4601/116/268/21",4601,116,268,"21",300524914,"Sandsliåsen 39","sandsliåsen",39,NA,"U0102","5254","Boligblokker",336445,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724017.28","-35404.37",3,6579602
"2042",2725000,4,2017,5,"C","Green",5,126,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"2211.8",0,0,0,0,0,0,13,"891.0","0.0","891.0","304.0",0,3,2,"54.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-02-22,"4601/116/268/27",4601,116,268,"27",300524914,"Sandsliåsen 39","sandsliåsen",39,NA,"U0102","5254","Boligblokker",219120,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724017.28","-35404.37",3,6579608
"2044",4600000,16,2005,3,"E","Red",1,216.66,"Betong",1,"Fritt salg","Blokkleilighet",1,"1854.3",1,0,0,0,0,0,9,"489.0","0.0","489.0","0.0",0,3,3,"73.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-02,"4601/163/272/20",4601,163,272,"20",23606852,"Svartediksveien 25","svartediksveien",25,NA,"H0102","5009","Boligblokker",940485,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733023.31","-29956.01",9,4833281
"2045",2440000,16,2005,3,"E","Red",1,216.66,"Betong",1,"Fritt salg","Blokkleilighet",1,"1854.3",1,0,0,0,0,0,9,"489.0","0.0","489.0","0.0",0,2,1,"32.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-02-25,"4601/163/272/11",4601,163,272,"11",23606852,"Svartediksveien 25","svartediksveien",25,NA,"H0102","5009","Boligblokker",237130,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733023.31","-29956.01",5,4833288
"2051",2700000,106,1915,1,"G","Red",1,733.01,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"841.6",1,0,0,0,0,0,6,"500.0","0.0","500.0","228.0",0,2,2,"43.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-03,"4601/166/1268/5",4601,166,1268,"5",139304993,"Kalvedalsveien 1","kalvedalsveien",1,NA,"H0103","5022","Småhus",658955,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6733542.32","-30877.06",4,6279229
"2060",2800000,13,2008,5,"C","Red",1,138.18,"Tre",4,"Fritt salg","Blokkleilighet",1,"2630.5",1,0,0,0,0,0,4,"353.0","0.0","353.0","0.0",0,1,1,"54.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-06,"4601/39/389/4",4601,39,389,"4",23643472,"Indre Steinsvik 8 C","indre steinsvik",8,"A","H0201","5237","Småhus",537165,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6724210.33","-34707.82",4,4838537
"2063",3250000,11,2010,5,"C","Red",1,135.68,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"1107.3",0,0,0,0,0,0,1,"129.0","0.0","129.0","70.0",0,1,1,"129.0",5,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-31,"4631/172/178/3",4631,172,178,"3",300103944,"Nesbrekka 16 A","nesbrekka",16,"A","H0101","5912","Småhus",1069847,"Rekkehus","Bolig","Bolig","6760013.57","-31240.89",6,5813050
"2065",3500000,10,2011,4,"D","Red",1,181.18,"Tre",4,"Fritt salg","Blokkleilighet",1,"19753.4",1,0,0,0,0,0,10,"1060.0","0.0","1060.0","458.0",0,1,1,"74.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-30,"4601/43/808/11",4601,43,808,"11",300079017,"Kjenndalsbrotet 35","kjenndalsbrotet",39,NA,"H0101","5225","Småhus",509973,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6727044.14","-30037.76",7,5998904
"2072",2520000,18,2003,4,"D","Red",1,132.54,"Betong",1,"Fritt salg","Blokkleilighet",1,"10305.2",1,0,0,0,0,0,24,"2588.0","0.0","2588.0","0.0",0,2,2,"56.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-23,"4601/37/294/11",4601,37,294,"11",20773820,"Grunnane 27","grunnane",27,NA,"H0201","5251","Boligblokker",1030967,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6725774.46","-35478.53",10,4828509
"2075",2750000,6,2015,4,"D","Green",5,153.49,"Tre",4,"Fritt salg","Blokkleilighet",1,"11426.0",1,0,0,0,0,0,9,"1153.0","0.0","1153.0","358.0",0,2,1,"71.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-23,"4624/61/202/18",4624,61,202,"18",300418937,"Storestraumen 222","storestraumen",232,NA,"H0101","5212","Boligblokker",476978,"Rekkehus","Bolig","Bolig","6714762.57","-27493.64",4,6376431
"2085",3102000,9,2012,4,"D","Red",1,142.56,"Betong",1,"Fritt salg","Blokkleilighet",1,"6849.2",1,0,0,0,0,0,21,"1275.0","0.0","1275.0","1.0",0,3,2,"57.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-07,"4601/11/728/68",4601,11,728,"68",300090493,"Lerkerinden 65","lerkerinden",65,NA,"H0106","5099","Boligblokker",839040,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6728366.92","-30627.93",4,5790856
"2116",4850000,56,1965,1,"G","Red",1,440.23,"Tre",4,"Fritt salg","Blokkleilighet",1,"1301.0",0,0,0,0,0,0,3,"291.0","0.0","291.0","175.0",0,1,1,"148.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-11-02,"4601/168/1421/2",4601,168,1421,"2",139338359,"Øyjordsveien 23","øyjordsveien",23,NA,"U0101","5038","Småhus",1372540,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6738281.25","-32216.89",5,4875865
"2130",2200000,84,1937,1,"G","Red",1,485.33,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"1547.3",0,0,0,0,0,0,30,"1755.0","0.0","1755.0","620.0",0,2,7,"36.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-17,"4601/163/18/21",4601,163,18,"21",139711688,"Møllendalsveien 63 A","møllendalsveien",63,"A","H0108","5009","Boligblokker",730054,"Annen bygning for bofellesskap","Bolig","Bolig","6732524.03","-30627.08",6,4910534
"2132",2850000,84,1937,1,"G","Red",1,485.33,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"1547.3",0,0,0,0,0,0,30,"1755.0","0.0","1755.0","620.0",0,1,9,"19.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-05,"4601/163/18/9",4601,163,18,"9",139711688,"Møllendalsveien 63 A","møllendalsveien",63,"A","H0108","5009","Boligblokker",825888,"Annen bygning for bofellesskap","Bolig","Bolig","6732524.03","-30627.08",6,4910522
"2133",1945000,84,1937,1,"G","Red",1,485.33,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"1547.3",0,0,0,0,0,0,30,"1755.0","0.0","1755.0","620.0",0,1,14,"23.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-06,"4601/163/18/14",4601,163,18,"14",139711688,"Møllendalsveien 63 A","møllendalsveien",63,"A","H0108","5009","Boligblokker",392876,"Annen bygning for bofellesskap","Bolig","Bolig","6732524.03","-30627.08",4,4910527
"2134",2190000,84,1937,1,"G","Red",1,485.33,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"1547.3",0,0,0,0,0,0,30,"1755.0","0.0","1755.0","620.0",0,2,9,"21.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-29,"4601/163/18/23",4601,163,18,"23",139711688,"Møllendalsveien 63 A","møllendalsveien",63,"A","H0108","5009","Boligblokker",1356791,"Annen bygning for bofellesskap","Bolig","Bolig","6732524.03","-30627.08",4,4910536
"2135",2430000,84,1937,1,"G","Red",1,485.33,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"1547.3",0,0,0,0,0,0,30,"1755.0","0.0","1755.0","620.0",0,1,6,"32.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-11,"4601/163/18/6",4601,163,18,"6",139711688,"Møllendalsveien 63 A","møllendalsveien",63,"A","H0108","5009","Boligblokker",700186,"Annen bygning for bofellesskap","Bolig","Bolig","6732524.03","-30627.08",5,4910519
"2142",2250000,84,1937,1,"G","Red",1,485.33,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"1547.3",0,0,0,0,0,0,30,"1755.0","0.0","1755.0","620.0",0,2,16,"21.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-01,"4601/163/18/30",4601,163,18,"30",139711688,"Møllendalsveien 63 A","møllendalsveien",63,"A","H0108","5009","Boligblokker",645561,"Annen bygning for bofellesskap","Bolig","Bolig","6732524.03","-30627.08",6,4910526
"2144",4900000,5,2016,6,"B","Green",5,112.65,"Betong",1,"Fritt salg","Blokkleilighet",1,"4924.5",0,0,0,0,0,0,48,"4289.0","0.0","4289.0","1000.0",0,4,1,"87.0",3,2,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-31,"4601/189/422/88",4601,189,422,"88",300398003,"Myrdalsvegen 30 G","myrdalsvegen",30,"G","H0402","5130","Boligblokker",637347,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6742944.1","-30926.1",3,6337163
"2145",2910000,5,2016,6,"B","Green",5,112.65,"Betong",1,"Fritt salg","Blokkleilighet",1,"4924.5",0,0,0,0,0,0,48,"4289.0","0.0","4289.0","1000.0",0,2,4,"56.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-15,"4601/189/422/68",4601,189,422,"68",300398003,"Myrdalsvegen 30 G","myrdalsvegen",30,"D","H0402","5130","Boligblokker",717841,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6742944.1","-30926.1",3,6337026
"2149",3300000,5,2016,6,"B","Green",5,112.65,"Betong",1,"Fritt salg","Blokkleilighet",1,"4924.5",0,0,0,0,0,0,48,"4289.0","0.0","4289.0","1000.0",0,5,2,"56.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-11-03,"4601/189/422/90",4601,189,422,"90",300398003,"Myrdalsvegen 30 G","myrdalsvegen",30,"D","H0402","5130","Boligblokker",1379419,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6742944.1","-30926.1",8,6337171
"2150",3900000,5,2016,6,"B","Green",5,112.65,"Betong",1,"Fritt salg","Annet",1,"4924.5",0,0,0,0,0,0,48,"4289.0","0.0","4289.0","1000.0",0,1,1,"96.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-02,"4601/189/422/62",4601,189,422,"62",300398003,"Myrdalsvegen 30 G","myrdalsvegen",30,"G","H0402","5130","Boligblokker",1083287,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6742944.1","-30926.1",4,6337019
"2151",2890000,5,2016,6,"B","Green",5,112.65,"Betong",1,"Fritt salg","Blokkleilighet",1,"4924.5",0,0,0,0,0,0,48,"4289.0","0.0","4289.0","1000.0",0,3,2,"47.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-06,"4601/189/422/78",4601,189,422,"78",300398003,"Myrdalsvegen 30 G","myrdalsvegen",30,"G","H0402","5130","Boligblokker",833767,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6742944.1","-30926.1",4,6337152
"2155",3990000,5,2016,6,"B","Green",5,112.65,"Betong",1,"Fritt salg","Blokkleilighet",1,"4924.5",0,0,0,0,0,0,48,"4289.0","0.0","4289.0","1000.0",0,3,1,"83.0",3,1,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-01-18,"4601/189/422/71",4601,189,422,"71",300398003,"Myrdalsvegen 30 G","myrdalsvegen",30,"D","H0402","5130","Boligblokker",63768,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6742944.1","-30926.1",4,6337145
"2159",3375000,6,2015,5,"C","Green",5,124.75,"Betong",1,"Fritt salg","Blokkleilighet",1,"7365.4",1,0,0,0,0,1,10,"950.0","0.0","950.0","352.0",0,3,2,"71.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-02-15,"4601/35/167/28",4601,35,167,"28",300327608,"Ytrebygdsvegen 17","ytrebygdsvegen",17,NA,"H0203","5251","Boligblokker",188664,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6726606.15","-36228.62",4,6216830
"2168",3500000,2,2019,6,"B","Green",5,113.38,"Betong",1,"Fritt salg","Uoppgitt",1,"0.0",0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,3,5,"46.0",2,1,1,0,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-17,"4601/168/2152/36",4601,168,2152,"36",300651801,"Nyhavn 6 C","nyhavn",6,"A","H0201","5042","Boligblokker",1156368,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91",3,6836510
"2211",2940000,6,2015,4,"D","Orange",2,128.06,"Betong",1,"Fritt salg","Blokkleilighet",1,"2178.5",0,0,0,0,0,0,12,"1562.0","0.0","1562.0","684.7",0,1,1,"96.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-02,"4630/1/43/12",4630,1,43,"12",300435308,"Loftåslia 3","loftåslia",3,NA,"U0204","5281","Boligblokker",814750,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6746523.53","-23470.1",9,6453800
"2226",2950000,1,2020,7,"A","Red",1,90.76,"Tre",4,"Fritt salg","Blokkleilighet",1,"3187.2",0,0,0,0,0,0,15,"1612.0","0.0","1612.0","551.0",0,1,4,"64.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-02-12,"4601/129/798/2",4601,129,798,"2",300643643,"Torvmyra 3","torvmyra",3,NA,"H0101","5174","Boligblokker",181288,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6729793.65","-39733.58",2,6820313
"2251",2390000,2,2019,6,"B","Red",1,109.1,"Betong",1,"Fritt salg","Blokkleilighet",1,"2348.2",0,0,0,0,0,0,24,"1922.0","0.0","1922.0","783.0",0,1,2,"54.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-11-26,"4624/61/228/5",4624,61,228,"5",300585021,"Storestraumen 285","storestraumen",285,NA,"H0302","5212","Boligblokker",1492596,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6714683.0","-27688.9",4,6704354
"2266",4550000,15,2006,4,"D","Red",1,152.28,"Betong",1,"Fritt salg","Annet",1,"12508.1",1,0,0,0,0,0,19,"2388.0","0.0","2388.0","560.0",0,5,2,"80.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-14,"4601/26/345/37",4601,26,345,"37",23596865,"Krohnegården 172","krohnegården",172,NA,"H0301","5146","Boligblokker",573492,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6730129.05","-33407.81",8,4832666
"2271",2250000,0,2021,4,"D","Green",5,155.59,"Betong",1,"Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,17,"973.0","0.0","973.0","375.0",0,1,2,"38.0",2,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2021,"2021Q2",2021-04-26,"4601/116/281/101",4601,116,281,"101",300635396,"Sandsliåsen 19","sandsliåsen",19,NA,"H0102","5254","Boligblokker",484070,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6723999.69","-35345.58",2,6804633
"2272",3150000,0,2021,4,"D","Green",5,155.59,"Betong",1,"Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,17,"973.0","0.0","973.0","375.0",0,3,3,"62.0",3,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2021,"2021Q2",2021-04-26,"4601/116/281/112",4601,116,281,"112",300635396,"Sandsliåsen 19","sandsliåsen",19,NA,"H0102","5254","Boligblokker",484344,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6723999.69","-35345.58",2,6804642
"2273",2350000,0,2021,4,"D","Green",5,155.59,"Betong",1,"Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,17,"973.0","0.0","973.0","375.0",0,3,1,"36.0",2,1,1,0,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2021,"2021Q2",2021-05-07,"4601/116/281/110",4601,116,281,"110",300635396,"Sandsliåsen 19","sandsliåsen",19,NA,"H0102","5254","Boligblokker",543223,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6723999.69","-35345.58",2,6804640
"2274",2950000,0,2021,4,"D","Green",5,155.59,"Betong",1,"Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,17,"973.0","0.0","973.0","375.0",0,1,3,"62.0",3,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2021,"2021Q2",2021-04-26,"4601/116/281/102",4601,116,281,"102",300635396,"Sandsliåsen 19","sandsliåsen",19,NA,"H0102","5254","Boligblokker",484111,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6723999.69","-35345.58",2,6804634
"2275",2700000,0,2021,4,"D","Green",5,155.59,"Betong",1,"Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,17,"973.0","0.0","973.0","375.0",0,2,4,"47.0",2,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2021,"2021Q2",2021-04-26,"4601/116/281/108",4601,116,281,"108",300635396,"Sandsliåsen 19","sandsliåsen",19,NA,"H0102","5254","Boligblokker",482853,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6723999.69","-35345.58",2,6804639
"2276",4300000,0,2021,4,"D","Green",5,155.59,"Betong",1,"Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,17,"973.0","0.0","973.0","375.0",0,3,5,"78.0",3,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2021,"2021Q4",2021-10-11,"4601/116/281/114",4601,116,281,"114",300635396,"Sandsliåsen 19","sandsliåsen",19,NA,"H0102","5254","Boligblokker",1266871,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6723999.69","-35345.58",2,6804726
"2279",2450000,0,2021,4,"D","Green",5,155.59,"Betong",1,"Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,17,"973.0","0.0","973.0","375.0",0,3,2,"38.0",2,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2021,"2021Q2",2021-04-26,"4601/116/281/111",4601,116,281,"111",300635396,"Sandsliåsen 19","sandsliåsen",19,NA,"H0102","5254","Boligblokker",484387,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6723999.69","-35345.58",3,6804641
"2280",3400000,0,2021,4,"D","Green",5,155.59,"Betong",1,"Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,17,"973.0","0.0","973.0","375.0",0,1,5,"77.0",3,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2021,"2021Q2",2021-04-26,"4601/116/281/104",4601,116,281,"104",300635396,"Sandsliåsen 19","sandsliåsen",19,NA,"H0102","5254","Boligblokker",484184,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6723999.69","-35345.58",3,6804724
