"","P","Alder","B.Ar","EL.Kar","EL.Kar.Original","O.Karak_num","BLEnergikWh","MatValg_num","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","RegBoDrivePlikt","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest"
"4444",4350000,10,2012,5,"C",1,114.71,1,"Fritt salg","Blokkleilighet",1,"7147.9",1,0,0,0,0,1,0,13,"1108.0","0.0","1108.0","1.0",0,1,4,"82.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-09-02,"4601/41/46/20","4601","41","46","20",300092869,"Troldhaugvegen 40","troldhaugvegen",40,NA,"H0205","5232","Boligblokker",971595,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6726644.1","-32253.18"
"4446",3600000,10,2012,5,"C",1,114.71,1,"Fritt salg","Blokkleilighet",1,"7147.9",1,0,0,0,0,1,0,13,"1108.0","0.0","1108.0","1.0",0,2,5,"60.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-02-10,"4601/41/46/24","4601","41","46","24",300092869,"Troldhaugvegen 40","troldhaugvegen",40,NA,"H0205","5232","Boligblokker",165193,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6726644.1","-32253.18"
"4448",5300000,4,2018,6,"B",5,134.01,1,"Fritt salg","Rekkehus/kjede",1,"7205.5",1,0,0,0,0,0,0,2,"148.0","0.0","148.0","69.0",0,2,1,"104.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-04-25,"4601/189/429/31","4601","189","429","31",300568878,"Myrdalsvegen 96","myrdalsvegen",96,NA,"H0201","5130","Småhus",436775,"Tomannsbolig, horisontaldelt","Bolig","Bolig","6743032.51","-31096.5"
"4450",4600000,15,2007,4,"D",5,185.1,4,"Fritt salg","Blokkleilighet",1,"10907.5",1,0,0,0,0,0,0,6,"505.0","0.0","505.0","0.0",0,3,1,"122.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-11,"4601/119/628/14","4601","119","628","14",23651726,"Råvarden 158 A","råvarden",158,"A","H0301","5239","Småhus",278563,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6722729.58","-33917.41"
"4452",2700000,15,2007,4,"D",5,185.1,4,"Fritt salg","Annet",1,"10907.5",1,0,0,0,0,0,0,6,"505.0","0.0","505.0","0.0",0,1,1,"63.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-11-01,"4601/119/628/9","4601","119","628","9",23651726,"Råvarden 158 A","råvarden",118,"A","H0301","5239","Småhus",1235848,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6722729.58","-33917.41"
"4454",2280000,87,1935,1,"G",2,378.1,2,"Fritt salg","Blokkleilighet",1,"516.9",0,0,0,0,0,0,0,8,"599.0","0.0","599.0","0.0",0,1,2,"32.0",2,1,1,1,0,"Kjelleretasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-28,"4601/158/583/8","4601","158","583","8",139217772,"Lien 39","lien",39,NA,"K0102","5057","Boligblokker",341355,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6732783.19","-32197.3"
"4459",3125000,87,1935,1,"G",2,378.1,2,"Fritt salg","Blokkleilighet",1,"516.9",0,0,0,0,0,0,0,8,"599.0","0.0","599.0","0.0",0,1,2,"60.0",3,1,1,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-12,"4601/158/583/2","4601","158","583","2",139217772,"Lien 39","lien",39,NA,"K0102","5057","Boligblokker",883839,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6732783.19","-32197.3"
"4481",2750000,122,1900,1,"G",1,712.86,4,"Fritt salg","Blokkleilighet",1,"100.0",0,0,0,0,0,0,0,5,"254.0","0.0","254.0","0.0",1,1,2,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q1",2022-03-31,"4601/168/462/2","4601","168","462","2",139817494,"Sandvikstorget 1","sandvikstorget",1,NA,"H0102","5036","Småhus",357585,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6736041.82","-31772.03"
"4485",1550000,122,1900,1,"G",1,712.86,4,"Uoppgitt","Blokkleilighet",1,"100.0",0,0,0,0,0,0,0,5,"254.0","0.0","254.0","0.0",1,1,1,"0.0",0,0,0,1,0,"Loft","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q1",2022-02-17,"4601/168/462/5","4601","168","462","5",139817494,"Sandvikstorget 1","sandvikstorget",1,NA,"H0102","5036","Småhus",190971,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6736041.82","-31772.03"
"4487",5e+06,34,1988,3,"E",2,219.35,4,"Fritt salg","Frittliggende enebolig",1,"895.3",0,0,0,0,0,0,0,1,"236.0","0.0","236.0","0.0",0,1,1,"236.0",8,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-01,"4624/34/388/NA","4624","34","388","NA",9777407,"Skeismyra 59","skeismyra",59,NA,"H0101","5217","Småhus",231723,"Enebolig","Bolig","Bolig","6709662.82","-30393.51"
"4496",2600000,3,2019,6,"B",1,109.1,1,"Fritt salg","Blokkleilighet",1,"2348.2",0,0,0,0,0,0,0,24,"1922.0","0.0","1922.0","783.0",0,3,2,"54.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-02-25,"4624/61/228/17","4624","61","228","17",300585021,"Storestraumen 285","storestraumen",285,NA,"H0302","5212","Boligblokker",222647,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6714683.0","-27688.9"
"4497",2350000,3,2019,6,"B",1,109.1,1,"Fritt salg","Blokkleilighet",1,"2348.2",0,0,0,0,0,0,0,24,"1922.0","0.0","1922.0","783.0",0,2,3,"46.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-02,"4624/61/228/10","4624","61","228","10",300585021,"Storestraumen 285","storestraumen",285,NA,"H0302","5212","Boligblokker",844936,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6714683.0","-27688.9"
"4510",2290000,3,2019,6,"B",1,109.1,1,"Fritt salg","Blokkleilighet",1,"2348.2",0,0,0,0,0,0,0,24,"1922.0","0.0","1922.0","783.0",0,3,3,"46.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-02-25,"4624/61/228/16","4624","61","228","16",300585021,"Storestraumen 285","storestraumen",285,NA,"H0302","5212","Boligblokker",221222,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6714683.0","-27688.9"
"4518",6200000,111,1911,1,"G",1,501.93,1,"Fritt salg","Annet",1,"1413.1",1,0,0,0,0,0,0,3,"338.0","0.0","338.0","0.0",0,1,1,"94.0",2,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-24,"4601/166/1226/2","4601","166","1226","2",139304551,"Øvre Kalfarlien 40","øvre kalfarlien",40,NA,"H0101","5022","Småhus",328636,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733662.17","-30771.93"
"4519",4850000,16,2006,4,"D",1,152.28,1,"Fritt salg","Blokkleilighet",1,"12508.1",1,0,0,0,0,0,0,19,"2388.0","0.0","2388.0","560.0",0,3,1,"90.0",4,1,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-04-01,"4601/26/345/31","4601","26","345","31",23596865,"Krohnegården 172","krohnegården",172,NA,"H0301","5146","Boligblokker",362486,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6730129.05","-33407.81"
"4521",2650000,62,1960,2,"F",2,218.84,1,"Fritt salg","Blokkleilighet",1,"734.0",0,0,0,0,0,0,0,2,"336.0","0.0","336.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Underetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q2",2022-04-08,"4601/46/361/2","4601","46","361","2",20830905,"Ulsmågåsen 77","ulsmågåsen",77,NA,"U0101","5224","Boligblokker",393664,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6725717.02","-30447.01"
"4522",2990000,5,2017,4,"D",1,143.75,4,"Fritt salg","Blokkleilighet",1,"1336.2",0,0,0,0,0,0,0,4,"563.0","0.0","563.0","210.0",0,2,1,"80.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-09-08,"4601/302/594/4","4601","302","594","4",300568407,"Sætrevegen 13","sætrevegen",17,NA,"H0101","5265","Boligblokker",1003083,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6740876.38","-24977.19"
"4526",3150000,5,2017,4,"D",1,143.75,4,"Fritt salg","Blokkleilighet",1,"1336.2",0,0,0,0,0,0,0,4,"563.0","0.0","563.0","210.0",0,1,1,"80.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-03,"4601/302/594/1","4601","302","594","1",300568407,"Sætrevegen 13","sætrevegen",13,NA,"H0101","5265","Boligblokker",246669,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6740876.38","-24977.19"
"4527",6600000,1,2021,4,"D",5,155.59,1,"Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,17,"973.0","0.0","973.0","375.0",0,4,1,"91.0",3,2,2,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q3",2022-07-11,"4601/116/281/115","4601","116","281","115",300635396,"Sandsliåsen 19","sandsliåsen",19,NA,"H0102","5254","Boligblokker",766020,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6723999.69","-35345.58"
"4538",4200000,1,2021,4,"D",5,155.59,1,"Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,17,"973.0","0.0","973.0","375.0",0,2,5,"78.0",3,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q1",2022-03-03,"4601/116/281/109","4601","116","281","109",300635396,"Sandsliåsen 19","sandsliåsen",19,NA,"H0102","5254","Boligblokker",246983,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6723999.69","-35345.58"
"4540",5900000,1,2021,4,"D",5,155.59,1,"Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,17,"973.0","0.0","973.0","375.0",0,4,2,"83.0",3,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q1",2022-03-17,"4601/116/281/116","4601","116","281","116",300635396,"Sandsliåsen 19","sandsliåsen",19,NA,"H0102","5254","Boligblokker",301338,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6723999.69","-35345.58"
"4552",2680000,13,2009,4,"D",1,142.84,4,"Fritt salg","Blokkleilighet",1,"1182.9",0,0,0,0,0,0,0,6,"623.0","0.0","623.0","0.0",0,2,2,"58.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-02-21,"4624/55/332/5","4624","55","332","5",300041996,"Prestegardskogen 165 E","prestegardskogen",165,"E","H0202","5210","Boligblokker",202042,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6712244.29","-27697.11"
"4561",3490000,8,2014,6,"B",2,112.5,4,"Fritt salg","Tomannsbolig",2,"158.7",0,0,0,0,0,0,0,1,"129.0","0.0","129.0","71.0",0,1,1,"129.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-04,"4626/10/205/NA","4626","10","205","NA",300528263,"Austegardsvegen 73 A","austegardsvegen",73,"A","H0101","5357","Småhus",477429,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6729452.09","-49924.79"
"4563",4950000,26,1996,3,"E",2,231.03,4,"Fritt salg","Frittliggende enebolig",1,"239.5",0,0,0,0,0,0,0,1,"144.0","0.0","144.0","93.0",0,1,1,"144.0",5,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",0,"Ikke Oppgitt",2022,"2022Q3",2022-08-02,"4601/82/186/NA","4601","82","186","NA",9536175,"Hatlestadlia 60","hatlestadlia",60,NA,"H0101","5227","Småhus",846315,"Enebolig","Bolig","Bolig","6722588.85","-30121.76"
"4564",8850000,11,2011,6,"B",4,92.02,4,"Fritt salg","Frittliggende enebolig",1,"938.7",0,0,0,0,0,0,0,1,"209.0","0.0","209.0","163.0",0,1,1,"209.0",5,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-15,"4624/33/182/NA","4624","33","182","NA",300147086,"Strønevegen 85","strønevegen",85,NA,"H0101","5217","Småhus",786986,"Enebolig","Bolig","Bolig","6710509.95","-31148.64"
"4566",4450000,70,1952,2,"F",2,221.04,4,"Fritt salg","Blokkleilighet",1,"860.1",0,0,0,0,0,0,0,4,"479.0","0.0","479.0","0.0",0,1,1,"69.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-01,"4601/160/338/1","4601","160","338","1",139233379,"Henrik Mohns vei 5","henrik mohns vei",5,NA,"H0101","5067","Boligblokker",235745,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6730560.73","-30687.27"
"4568",6950000,52,1970,3,"E",3,212.55,4,"Fritt salg","Frittliggende enebolig",1,"925.8",0,0,0,0,0,0,0,2,"279.0","0.0","279.0","0.0",0,1,1,"229.0",5,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-16,"4624/63/322/NA","4624","63","322","NA",9779280,"Stølsvegen 52","stølsvegen",52,NA,"H0101","5200","Småhus",527513,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6710856.32","-26962.64"
"4572",2632000,72,1950,1,"G",3,441.64,2,"Fritt salg","Frittliggende enebolig",1,"1344.6",0,0,0,0,0,0,0,1,"0.0","0.0","0.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q2",2022-04-06,"4627/10/177/NA","4627","10","177","NA",13610703,"Småvika 19","småvika",19,NA,"H0101","5302","Småhus",381496,"Enebolig","Bolig","Bolig","6736475.76","-39483.79"
"4573",3625000,34,1988,3,"E",3,211.63,4,"Fritt salg","Frittliggende enebolig",1,"1016.3",0,0,0,0,0,0,0,1,"133.0","0.0","133.0","0.0",0,1,1,"133.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-04-12,"4626/105/164/NA","4626","105","164","NA",9795146,"Vestmarka 8","vestmarka",8,NA,"H0101","5378","Småhus",404988,"Enebolig","Bolig","Bolig","6716966.6","-44491.96"
"4576",4120000,16,2006,4,"D",1,143.61,4,"Fritt salg","Blokkleilighet",1,"7657.4",1,0,0,0,0,0,0,2,"167.0","0.0","167.0","0.0",0,2,1,"98.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-02-16,"4601/47/128/4","4601","47","128","4",23632187,"Lilletveitvegen 105 D","lilletveitvegen",105,"D","H0201","5228","Boligblokker",187574,"Rekkehus","Bolig","Bolig","6724081.33","-30810.77"
"4577",2950000,32,1990,3,"E",2,245.59,4,"Fritt salg","Blokkleilighet",1,"353.9",0,0,0,0,0,0,0,2,"238.0","0.0","238.0","0.0",0,1,1,"84.0",3,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q1",2022-02-15,"4601/43/770/2","4601","43","770","2",23615606,"Midtunhaugen 133","midtunhaugen",133,NA,"H0101","5224","Småhus",181406,"Rekkehus","Bolig","Bolig","6726010.89","-31174.16"
"4581",3500000,17,2005,6,"B",1,127.12,4,"Fritt salg","Blokkleilighet",1,"1129.1",1,0,0,0,0,0,0,4,"426.0","0.0","426.0","0.0",0,3,1,"114.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-20,"4601/41/68/4","4601","41","68","4",139474309,"Wernersholmvegen 41","wernersholmvegen",41,NA,"H0301","5232","Småhus",805333,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6726958.1","-32266.53"
"4588",5200000,6,2016,5,"C",5,109.58,1,"Fritt salg","Blokkleilighet",1,"8530.2",1,0,0,0,0,0,0,28,"3533.0","0.0","3533.0","588.0",0,2,4,"95.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-27,"4601/160/1070/7","4601","160","1070","7",300453566,"Vilhelm Bjerknes' vei 46","vilhelm bjerknes' vei",46,NA,"H0204","5081","Boligblokker",570519,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6729083.26","-30626.91"
"4590",5725000,6,2016,5,"C",5,109.58,1,"Fritt salg","Blokkleilighet",1,"8530.2",1,0,0,0,0,0,0,28,"3533.0","0.0","3533.0","588.0",0,2,2,"80.0",3,3,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-12-01,"4601/160/1070/9","4601","160","1070","9",300453566,"Vilhelm Bjerknes' vei 46","vilhelm bjerknes' vei",46,NA,"H0204","5081","Boligblokker",1368686,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6729083.26","-30626.91"
"4591",3350000,9,2013,5,"C",1,153.7,4,"Fritt salg","Tomannsbolig",1,"504.6",0,0,0,0,0,0,0,1,"129.0","0.0","129.0","1.0",0,1,1,"129.0",5,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-09,"4624/61/169/NA","4624","61","169","NA",25375769,"Hjellevegen 91","hjellevegen",91,NA,"H0101","5211","Småhus",496617,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6712029.11","-26007.27"
"4593",5730000,16,2006,5,"C",2,160.16,4,"Fritt salg","Tomannsbolig",1,"785.1",0,0,0,0,0,0,0,1,"156.0","0.0","156.0","0.0",0,1,1,"156.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-04-19,"4601/149/177/2","4601","149","177","2",23648997,"Furukollen 27 C","furukollen",27,"C","H0101","5165","Småhus",415370,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6734328.99","-34952.76"
"4595",5800000,52,1970,3,"E",3,214.65,4,"Fritt salg","Frittliggende enebolig",1,"1171.5",0,0,0,0,0,0,0,1,"136.0","0.0","136.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-02-28,"4627/8/486/NA","4627","8","486","NA",13606676,"Grønnlivegen 19","grønnlivegen",19,NA,"H0101","5300","Småhus",225598,"Enebolig","Bolig","Bolig","6737370.16","-37540.69"
"4598",3960000,53,1969,1,"G",2,310.01,2,"Fritt salg","Rekkehus/kjede",2,"61.7",0,0,0,0,0,0,0,1,"133.0","0.0","133.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-30,"4601/20/115/NA","4601","20","115","NA",139420896,"Rogges vei 20","rogges vei",20,NA,"H0101","5155","Småhus",351051,"Rekkehus","Bolig","Bolig","6727220.47","-34131.96"
"4600",3190000,92,1930,1,"G",1,605.22,1,"Fritt salg","Blokkleilighet",1,"381.2",0,0,0,0,0,0,0,3,"229.0","0.0","229.0","0.0",0,1,1,"59.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-15,"4601/168/160/3","4601","168","160","3",139325052,"Munkebotn 4 B","munkebotn",4,"B","U0101","5036","Småhus",291099,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6737013.17","-31969.39"
"4606",5350000,35,1987,3,"E",1,198.81,2,"Fritt salg","Blokkleilighet",1,"204.8",0,0,0,0,0,0,0,9,"708.0","0.0","708.0","0.0",1,2,1,"72.0",3,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q1",2022-03-29,"4601/164/410/4","4601","164","410","4",139709233,"Zetlitz' gate 3","zetlitz' gate",3,NA,"H0201","5006","Boligblokker",344476,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6733430.46","-32170.41"
"4608",8275000,24,1998,4,"D",2,156.17,4,"Fritt salg","Frittliggende enebolig",1,"1056.2",0,0,0,0,0,0,0,3,"218.0","0.0","218.0","0.0",0,1,1,"40.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-16,"4601/185/818/NA","4601","185","818","NA",9568166,"Kringstølen 4 B","kringstølen",4,"B","U0102","5124","Småhus",525841,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6743632.71","-33629.99"
"4614",8275000,24,1998,4,"D",2,156.17,4,"Fritt salg","Frittliggende enebolig",1,"1056.2",0,0,0,0,0,0,0,3,"218.0","0.0","218.0","0.0",0,1,1,"138.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-16,"4601/185/818/NA","4601","185","818","NA",9568166,"Kringstølen 4 B","kringstølen",4,"B","U0102","5124","Småhus",525841,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6743632.71","-33629.99"
"4620",8275000,24,1998,4,"D",2,156.17,4,"Fritt salg","Frittliggende enebolig",1,"1056.2",0,0,0,0,0,0,0,3,"218.0","0.0","218.0","0.0",0,1,2,"0.0",0,0,0,1,0,"Underetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-16,"4601/185/818/NA","4601","185","818","NA",9568166,"Kringstølen 4 B","kringstølen",4,"B","U0102","5124","Småhus",525841,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6743632.71","-33629.99"
"4626",4150000,8,2014,6,"B",1,130.68,4,"Fritt salg","Tomannsbolig",1,"725.3",0,0,0,0,0,0,0,1,"107.0","0.0","107.0","90.0",0,1,1,"107.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-20,"4627/29/303/1","4627","29","303","1",300329850,"Setemyrhaugen 12","setemyrhaugen",12,NA,"H0101","5314","Småhus",662364,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6748515.79","-44018.64"
"4628",3300000,121,1901,2,"F",2,261.76,2,"Fritt salg","Blokkleilighet",1,"318.4",0,0,0,0,0,0,0,9,"1045.0","0.0","1045.0","0.0",0,3,1,"53.0",2,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q1",2022-03-08,"4601/164/719/5","4601","164","719","5",139709470,"Allégaten 40","allégaten",40,NA,"H0301","5007","Boligblokker",264208,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733465.28","-31835.08"
"4629",3420000,121,1901,2,"F",2,261.76,2,"Fritt salg","Blokkleilighet",1,"318.4",0,0,0,0,0,0,0,9,"1045.0","0.0","1045.0","0.0",0,2,1,"55.0",2,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q3",2022-09-27,"4601/164/719/3","4601","164","719","3",139709470,"Allégaten 40","allégaten",40,NA,"H0301","5007","Boligblokker",1079988,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733465.28","-31835.08"
"4634",3200000,121,1901,2,"F",2,261.76,2,"Fritt salg","Blokkleilighet",1,"318.4",0,0,0,0,0,0,0,9,"1045.0","0.0","1045.0","0.0",0,4,1,"53.0",2,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q3",2022-08-01,"4601/164/719/7","4601","164","719","7",139709470,"Allégaten 40","allégaten",40,NA,"H0301","5007","Boligblokker",840662,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733465.28","-31835.08"
"4637",3240000,47,1975,2,"F",2,282.19,4,"Fritt salg","Tomannsbolig",1,"406.9",0,0,0,0,0,0,0,1,"0.0","0.0","0.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-02,"4627/12/1117/NA","4627","12","1117","NA",13617678,"Hovestølen 53 B","hovestølen",53,"B","H0101","5303","Småhus",465772,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6737943.23","-40708.64"
"4640",4100000,85,1937,1,"G",2,299.97,4,"Fritt salg","Blokkleilighet",1,"291.8",0,0,0,0,0,0,0,4,"267.0","0.0","267.0","0.0",0,1,1,"0.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-01-28,"4601/162/891/2","4601","162","891","2",139264304,"St. Sunnivas vei 92","st. sunnivas vei",92,NA,"H0101","5052","Boligblokker",109894,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6731296.26","-30469.16"
